"","Entity","Date","Total.confirmed.deaths..deaths.","Total.confirmed.cases..cases.","PopTotal","Code","PerCapita.Death","PerCapita.Infection","Death.Rate"
"1480","Denmark",2020-04-10,237,5635,5792203,"DNK",4.09170742116601e-05,0.000972859549294111,0.042058562555457
"1481","Denmark",2020-04-18,336,7073,5792203,"DNK",5.80090166038725e-05,0.00122112432868807,0.0475045949384985
"1482","Denmark",2020-03-22,13,1326,5792203,"DNK",2.24439647574507e-06,0.000228928440525997,0.00980392156862745
"1483","Denmark",2020-03-29,65,2201,5792203,"DNK",1.12219823787253e-05,0.000379993587931915,0.0295320308950477
"1484","Denmark",2020-04-06,179,4369,5792203,"DNK",3.09036130121821e-05,0.000754289861733092,0.0409704737926299
"1485","Denmark",2020-04-19,346,7242,5792203,"DNK",5.97354754313687e-05,0.00125030148287275,0.0477768572217619
"1486","Denmark",2020-04-02,104,3107,5792203,"DNK",1.79551718059605e-05,0.000536410757703071,0.0334728033472803
"1487","Denmark",2020-04-09,218,5402,5792203,"DNK",3.76368024394173e-05,0.00093263305861345,0.0403554239170677
"1488","Denmark",2020-04-05,161,4077,5792203,"DNK",2.77959871226889e-05,0.000703877263970203,0.0394898209467746
"1489","Denmark",2020-04-07,187,4681,5792203,"DNK",3.2284780074179e-05,0.000808155377150974,0.0399487289040803
"1490","Denmark",2020-04-01,90,2860,5792203,"DNK",1.55381294474658e-05,0.000493767224663915,0.0314685314685315
"1491","Denmark",2020-04-11,247,5819,5792203,"DNK",4.26435330391563e-05,0.00100462639172004,0.042447155868706
"1492","Denmark",2020-03-30,72,2395,5792203,"DNK",1.24305035579727e-05,0.000413486889185341,0.030062630480167
"1493","Denmark",2020-04-17,321,6879,5792203,"DNK",5.54193283626282e-05,0.00118763102743464,0.0466637592673354
"1494","Denmark",2020-03-31,77,2577,5792203,"DNK",1.32937329717208e-05,0.000444908439845772,0.0298797050834303
"1495","Denmark",2020-03-24,24,1460,5792203,"DNK",4.14350118599089e-06,0.000252062988814446,0.0164383561643836
"1496","Denmark",2020-03-23,13,1395,5792203,"DNK",2.24439647574507e-06,0.000240841006435721,0.00931899641577061
"1497","Denmark",2020-04-16,309,6681,5792203,"DNK",5.33475777696327e-05,0.00115344714265021,0.0462505612932196
"1498","Denmark",2020-03-27,41,1877,5792203,"DNK",7.07848119273444e-06,0.000324056321921038,0.0218433670751199
"1499","Denmark",2020-04-13,273,6174,5792203,"DNK",4.71323259906464e-05,0.00106591568009616,0.0442176870748299
"1500","Denmark",2020-04-03,123,3386,5792203,"DNK",2.12354435782033e-05,0.000584578958990215,0.0363260484347312
"1501","Denmark",2020-04-08,203,5071,5792203,"DNK",3.5047114198173e-05,0.000875487271423325,0.0400315519621376
"1502","Denmark",2020-03-26,34,1724,5792203,"DNK",5.8699600134871e-06,0.000297641501860346,0.0197215777262181
"1503","Denmark",2020-04-15,299,6511,5792203,"DNK",5.16211189421365e-05,0.00112409734258278,0.0459222853632315
"1504","Denmark",2020-04-22,370,7695,5792203,"DNK",6.38789766173596e-05,0.00132851006775833,0.0480831708901884
"1505","Denmark",2020-04-12,260,5996,5792203,"DNK",4.48879295149013e-05,0.00103518471296672,0.0433622414943296
"1506","Denmark",2020-03-25,32,1591,5792203,"DNK",5.52466824798786e-06,0.000274679599454646,0.0201131363922062
"1507","Denmark",2020-04-14,285,6318,5792203,"DNK",4.92040765836418e-05,0.0010907766872121,0.0451092117758784
"1508","Denmark",2020-03-28,52,2046,5792203,"DNK",8.97758590298027e-06,0.000353233476105724,0.0254154447702835
"1509","Denmark",2020-04-04,139,3757,5792203,"DNK",2.39977777021972e-05,0.000648630581490324,0.0369976044716529
"1510","Djibouti",2020-04-10,1,140,988002,"DJI",1.01214370011397e-06,0.000141700118015955,0.00714285714285714
"1511","Djibouti",2020-03-28,0,13,988002,"DJI",0,1.31578681014816e-05,0
"1512","Djibouti",2020-04-09,0,135,988002,"DJI",0,0.000136639399515386,0
"1513","Djibouti",2020-04-15,2,363,988002,"DJI",2.02428740022793e-06,0.00036740816314137,0.00550964187327824
"1514","Djibouti",2020-03-27,0,12,988002,"DJI",0,1.21457244013676e-05,0
"1515","Djibouti",2020-04-12,2,187,988002,"DJI",2.02428740022793e-06,0.000189270871921312,0.0106951871657754
"1516","Djibouti",2020-03-25,0,3,988002,"DJI",0,3.0364311003419e-06,0
"1517","Djibouti",2020-04-06,0,59,988002,"DJI",0,5.97164783067241e-05,0
"1518","Djibouti",2020-04-14,2,298,988002,"DJI",2.02428740022793e-06,0.000301618822633962,0.00671140939597315
"1519","Djibouti",2020-03-21,0,1,988002,"DJI",0,1.01214370011397e-06,0
"1520","Djibouti",2020-04-16,2,435,988002,"DJI",2.02428740022793e-06,0.000440282509549576,0.00459770114942529
"1521","Djibouti",2020-04-19,2,732,988002,"DJI",2.02428740022793e-06,0.000740889188483424,0.00273224043715847
"1522","Djibouti",2020-04-13,2,214,988002,"DJI",2.02428740022793e-06,0.000216598751824389,0.00934579439252336
"1523","Djibouti",2020-04-08,0,121,988002,"DJI",0,0.00012246938771379,0
"1524","Djibouti",2020-03-26,0,12,988002,"DJI",0,1.21457244013676e-05,0
"1525","Djibouti",2020-03-24,0,3,988002,"DJI",0,3.0364311003419e-06,0
"1526","Djibouti",2020-04-17,2,591,988002,"DJI",2.02428740022793e-06,0.000598176926767355,0.00338409475465313
"1527","Djibouti",2020-04-11,1,150,988002,"DJI",1.01214370011397e-06,0.000151821555017095,0.00666666666666667
"1528","Djibouti",2020-04-02,0,34,988002,"DJI",0,3.44128858038749e-05,0
"1529","Djibouti",2020-04-18,2,732,988002,"DJI",2.02428740022793e-06,0.000740889188483424,0.00273224043715847
"1530","Djibouti",2020-04-20,2,846,988002,"DJI",2.02428740022793e-06,0.000856273570296416,0.00236406619385343
"1531","Djibouti",2020-04-05,0,51,988002,"DJI",0,5.16193287058123e-05,0
"1532","Djibouti",2020-04-22,2,945,988002,"DJI",2.02428740022793e-06,0.000956475796607699,0.00211640211640212
"1533","Djibouti",2020-04-07,0,90,988002,"DJI",0,9.10929330102571e-05,0
"1534","Djibouti",2020-04-01,0,31,988002,"DJI",0,3.1376454703533e-05,0
"1535","Djibouti",2020-03-31,0,26,988002,"DJI",0,2.63157362029632e-05,0
"1536","Djibouti",2020-03-22,0,1,988002,"DJI",0,1.01214370011397e-06,0
"1537","Djibouti",2020-04-03,0,41,988002,"DJI",0,4.14978917046727e-05,0
"1538","Djibouti",2020-04-21,2,846,988002,"DJI",2.02428740022793e-06,0.000856273570296416,0.00236406619385343
"1539","Djibouti",2020-03-29,0,15,988002,"DJI",0,1.51821555017095e-05,0
"1540","Djibouti",2020-03-30,0,19,988002,"DJI",0,1.92307303021654e-05,0
"1541","Djibouti",2020-03-23,0,1,988002,"DJI",0,1.01214370011397e-06,0
"1542","Djibouti",2020-04-04,0,41,988002,"DJI",0,4.14978917046727e-05,0
"1543","Dominica",2020-04-01,0,11,71991,"DMA",0,0.000152796877387451,0
"1544","Dominica",2020-03-28,0,11,71991,"DMA",0,0.000152796877387451,0
"1545","Dominica",2020-04-13,0,16,71991,"DMA",0,0.000222250003472656,0
"1546","Dominica",2020-03-30,0,11,71991,"DMA",0,0.000152796877387451,0
"1547","Dominica",2020-03-26,0,7,71991,"DMA",0,9.72343765192871e-05,0
"1548","Dominica",2020-04-02,0,12,71991,"DMA",0,0.000166687502604492,0
"1549","Dominica",2020-03-27,0,11,71991,"DMA",0,0.000152796877387451,0
"1550","Dominica",2020-04-11,0,16,71991,"DMA",0,0.000222250003472656,0
"1551","Dominica",2020-04-14,0,16,71991,"DMA",0,0.000222250003472656,0
"1552","Dominica",2020-04-09,0,15,71991,"DMA",0,0.000208359378255615,0
"1553","Dominica",2020-04-03,0,12,71991,"DMA",0,0.000166687502604492,0
"1554","Dominica",2020-03-23,0,1,71991,"DMA",0,1.3890625217041e-05,0
"1555","Dominica",2020-03-25,0,2,71991,"DMA",0,2.7781250434082e-05,0
"1556","Dominica",2020-03-24,0,1,71991,"DMA",0,1.3890625217041e-05,0
"1557","Dominica",2020-03-31,0,11,71991,"DMA",0,0.000152796877387451,0
"1558","Dominica",2020-04-12,0,16,71991,"DMA",0,0.000222250003472656,0
"1559","Dominica",2020-04-08,0,15,71991,"DMA",0,0.000208359378255615,0
"1560","Dominica",2020-04-21,0,16,71991,"DMA",0,0.000222250003472656,0
"1561","Dominica",2020-04-22,0,16,71991,"DMA",0,0.000222250003472656,0
"1562","Dominica",2020-04-10,0,16,71991,"DMA",0,0.000222250003472656,0
"1563","Dominica",2020-03-29,0,11,71991,"DMA",0,0.000152796877387451,0
"1564","Dominica",2020-04-20,0,16,71991,"DMA",0,0.000222250003472656,0
"1565","Dominica",2020-04-04,0,14,71991,"DMA",0,0.000194468753038574,0
"1566","Dominica",2020-04-17,0,16,71991,"DMA",0,0.000222250003472656,0
"1567","Dominica",2020-04-16,0,16,71991,"DMA",0,0.000222250003472656,0
"1568","Dominica",2020-04-05,0,14,71991,"DMA",0,0.000194468753038574,0
"1569","Dominica",2020-04-07,0,15,71991,"DMA",0,0.000208359378255615,0
"1570","Dominica",2020-04-15,0,16,71991,"DMA",0,0.000222250003472656,0
"1571","Dominica",2020-04-06,0,14,71991,"DMA",0,0.000194468753038574,0
"1572","Dominica",2020-04-19,0,16,71991,"DMA",0,0.000222250003472656,0
"1573","Dominica",2020-04-18,0,16,71991,"DMA",0,0.000222250003472656,0
"1574","Dominican Republic",2020-04-14,177,3167,10847904,"DOM",1.63165160753635e-05,0.000291945798930374,0.0558888538048626
"1575","Dominican Republic",2020-03-24,3,245,10847904,"DOM",2.76551119921415e-07,2.25850081269156e-05,0.0122448979591837
"1576","Dominican Republic",2020-04-13,173,2967,10847904,"DOM",1.59477812488016e-05,0.00027350905760228,0.0583080552746882
"1577","Dominican Republic",2020-03-23,3,202,10847904,"DOM",2.76551119921415e-07,1.86211087413753e-05,0.0148514851485149
"1578","Dominican Republic",2020-03-25,6,312,10847904,"DOM",5.53102239842831e-07,2.87613164718272e-05,0.0192307692307692
"1579","Dominican Republic",2020-04-11,126,2620,10847904,"DOM",1.16151470366994e-05,0.000241521311398036,0.0480916030534351
"1580","Dominican Republic",2020-04-10,118,2349,10847904,"DOM",1.08776773835757e-05,0.000216539526898468,0.0502341421881652
"1581","Dominican Republic",2020-04-12,135,2759,10847904,"DOM",1.24448003964637e-05,0.000254334846621062,0.0489307720188474
"1582","Dominican Republic",2020-04-08,98,1956,10847904,"DOM",9.03400325076623e-06,0.000180311330188763,0.0501022494887526
"1583","Dominican Republic",2020-03-22,3,112,10847904,"DOM",2.76551119921415e-07,1.03245751437328e-05,0.0267857142857143
"1584","Dominican Republic",2020-03-26,10,392,10847904,"DOM",9.21837066404717e-07,3.61360130030649e-05,0.0255102040816327
"1585","Dominican Republic",2020-04-21,235,4964,10847904,"DOM",2.16631710605109e-05,0.000457599919763302,0.0473408541498791
"1586","Dominican Republic",2020-04-20,226,4680,10847904,"DOM",2.08335177007466e-05,0.000431419747077408,0.0482905982905983
"1587","Dominican Republic",2020-03-21,2,34,10847904,"DOM",1.84367413280943e-07,3.13424602577604e-06,0.0588235294117647
"1588","Dominican Republic",2020-04-09,108,2111,10847904,"DOM",9.95584031717095e-06,0.000194599804718036,0.0511605873993368
"1589","Dominican Republic",2020-04-22,245,5044,10847904,"DOM",2.25850081269156e-05,0.000464974616294539,0.0485725614591594
"1590","Dominican Republic",2020-04-04,68,1488,10847904,"DOM",6.26849205155208e-06,0.000137169355481022,0.0456989247311828
"1591","Dominican Republic",2020-04-17,196,3755,10847904,"DOM",1.80680065015325e-05,0.000346149818434971,0.0521970705725699
"1592","Dominican Republic",2020-04-07,86,1828,10847904,"DOM",7.92779877108057e-06,0.000168511815738782,0.0470459518599562
"1593","Dominican Republic",2020-04-05,77,1578,10847904,"DOM",7.09814541131632e-06,0.000145465889078664,0.0487959442332066
"1594","Dominican Republic",2020-04-03,60,1380,10847904,"DOM",5.5310223984283e-06,0.000127213515163851,0.0434782608695652
"1595","Dominican Republic",2020-03-27,10,488,10847904,"DOM",9.21837066404717e-07,4.49856488405502e-05,0.0204918032786885
"1596","Dominican Republic",2020-03-28,20,581,10847904,"DOM",1.84367413280943e-06,5.35587335581141e-05,0.0344234079173838
"1597","Dominican Republic",2020-04-06,82,1745,10847904,"DOM",7.55906394451868e-06,0.000160860568087623,0.0469914040114613
"1598","Dominican Republic",2020-04-19,217,4335,10847904,"DOM",2.00038643409824e-05,0.000399616368286445,0.0500576701268743
"1599","Dominican Republic",2020-03-30,39,859,10847904,"DOM",3.5951645589784e-06,7.91858040041652e-05,0.0454016298020955
"1600","Dominican Republic",2020-03-31,42,901,10847904,"DOM",3.87171567889981e-06,8.3057519683065e-05,0.04661487236404
"1601","Dominican Republic",2020-04-01,51,1109,10847904,"DOM",4.70136903866406e-06,0.000102231730664283,0.0459873760144274
"1602","Dominican Republic",2020-04-02,57,1284,10847904,"DOM",5.25447127850689e-06,0.000118363879326366,0.044392523364486
"1603","Dominican Republic",2020-03-29,28,719,10847904,"DOM",2.58114378593321e-06,6.62800850744992e-05,0.0389429763560501
"1604","Dominican Republic",2020-04-16,189,3614,10847904,"DOM",1.74227205550492e-05,0.000333151915798665,0.0522966242390703
"1605","Dominican Republic",2020-04-15,183,3286,10847904,"DOM",1.68696183152063e-05,0.00030291566002059,0.0556908094948265
"1606","Dominican Republic",2020-04-18,200,4126,10847904,"DOM",1.84367413280943e-05,0.000380349973598586,0.0484730974309258
"1607","Ecuador",2020-04-11,297,7161,17643060,"ECU",1.68338145423753e-05,0.000405881972855049,0.0414746543778802
"1608","Ecuador",2020-03-25,27,1082,17643060,"ECU",1.53034677657957e-06,6.13272300836703e-05,0.0249537892791128
"1609","Ecuador",2020-03-22,7,532,17643060,"ECU",3.96756571705815e-07,3.0153499449642e-05,0.0131578947368421
"1610","Ecuador",2020-04-22,520,10398,17643060,"ECU",2.94733453267177e-05,0.000589353547513867,0.0500096172340835
"1611","Ecuador",2020-04-13,333,7466,17643060,"ECU",1.88742769111481e-05,0.000423169223479374,0.0446021966246986
"1612","Ecuador",2020-04-10,272,4965,17643060,"ECU",1.54168267862831e-05,0.00028141376835991,0.0547834843907351
"1613","Ecuador",2020-03-21,7,426,17643060,"ECU",3.96756571705815e-07,2.4145471363811e-05,0.0164319248826291
"1614","Ecuador",2020-03-23,14,789,17643060,"ECU",7.9351314341163e-07,4.47201335822697e-05,0.017743979721166
"1615","Ecuador",2020-04-01,79,2302,17643060,"ECU",4.47768130925134e-06,0.00013047623258097,0.0343179843614249
"1616","Ecuador",2020-04-09,242,4450,17643060,"ECU",1.37164414789725e-05,0.000252223820584411,0.0543820224719101
"1617","Ecuador",2020-03-24,18,981,17643060,"ECU",1.02023118438638e-06,5.56025995490578e-05,0.018348623853211
"1618","Ecuador",2020-04-04,145,3368,17643060,"ECU",8.21852898533474e-06,0.000190896590500741,0.0430522565320665
"1619","Ecuador",2020-04-12,315,7257,17643060,"ECU",1.78540457267617e-05,0.000411323205838443,0.0434063662670525
"1620","Ecuador",2020-03-31,62,1966,17643060,"ECU",3.51412963510865e-06,0.00011143191713909,0.0315361139369278
"1621","Ecuador",2020-03-28,41,1627,17643060,"ECU",2.3238599199912e-06,9.22175631664802e-05,0.02519975414874
"1622","Ecuador",2020-03-29,48,1835,17643060,"ECU",2.72061649169702e-06,0.000104006901297167,0.026158038147139
"1623","Ecuador",2020-04-14,355,7529,17643060,"ECU",2.01212261365092e-05,0.000426740032624726,0.0471510160711914
"1624","Ecuador",2020-04-15,355,7603,17643060,"ECU",2.01212261365092e-05,0.000430934316382759,0.0466920952255689
"1625","Ecuador",2020-04-21,507,10128,17643060,"ECU",2.87365116935498e-05,0.000574050079748071,0.0500592417061611
"1626","Ecuador",2020-04-02,120,2758,17643060,"ECU",6.80154122924255e-06,0.000156322089252091,0.0435097897026831
"1627","Ecuador",2020-04-20,474,9468,17643060,"ECU",2.68660878555081e-05,0.000536641602987237,0.050063371356147
"1628","Ecuador",2020-03-30,58,1890,17643060,"ECU",3.2874115941339e-06,0.00010712427436057,0.0306878306878307
"1629","Ecuador",2020-03-27,34,1403,17643060,"ECU",1.92710334828539e-06,7.95213528718941e-05,0.0242337847469708
"1630","Ecuador",2020-04-03,120,3163,17643060,"ECU",6.80154122924255e-06,0.000179277290900785,0.0379386658235852
"1631","Ecuador",2020-04-05,172,3465,17643060,"ECU",9.74887576191432e-06,0.000196394502994379,0.0496392496392496
"1632","Ecuador",2020-03-26,29,1211,17643060,"ECU",1.64370579706695e-06,6.8638886905106e-05,0.0239471511147812
"1633","Ecuador",2020-04-08,220,3995,17643060,"ECU",1.24694922536113e-05,0.000226434643423533,0.0550688360450563
"1634","Ecuador",2020-04-19,456,9022,17643060,"ECU",2.58458566711217e-05,0.000511362541418552,0.0505431168255376
"1635","Ecuador",2020-04-06,180,3646,17643060,"ECU",1.02023118438638e-05,0.000206653494348486,0.0493691716950082
"1636","Ecuador",2020-04-07,191,3747,17643060,"ECU",1.08257864565444e-05,0.000212378124883099,0.0509741126234321
"1637","Ecuador",2020-04-18,421,8450,17643060,"ECU",2.38620738125926e-05,0.000478941861559163,0.0498224852071006
"1638","Ecuador",2020-04-16,388,7858,17643060,"ECU",2.19916499745509e-05,0.000445387591494899,0.0493764316620005
"1639","Ecuador",2020-04-17,403,8225,17643060,"ECU",2.28418426282062e-05,0.000466188971754333,0.0489969604863222
"1640","Egypt",2020-04-12,146,1939,102334403,"EGY",1.42669518480506e-06,1.89476846803904e-05,0.075296544610624
"1641","Egypt",2020-04-09,103,1560,102334403,"EGY",1.00650413722548e-06,1.52441403307937e-05,0.066025641025641
"1642","Egypt",2020-04-06,71,1070,102334403,"EGY",6.93803822747664e-07,1.04559167653521e-05,0.0663551401869159
"1643","Egypt",2020-04-07,78,1073,102334403,"EGY",7.62207016539687e-07,1.04852324198344e-05,0.0726933830382106
"1644","Egypt",2020-04-13,159,2065,102334403,"EGY",1.55372968756167e-06,2.01789421686468e-05,0.0769975786924939
"1645","Egypt",2020-04-10,118,1699,102334403,"EGY",1.15308240963696e-06,1.66024323218068e-05,0.0694526191877575
"1646","Egypt",2020-03-21,7,256,102334403,"EGY",6.84031937920232e-08,2.50160251582256e-06,0.02734375
"1647","Egypt",2020-04-20,239,3144,102334403,"EGY",2.33548047375622e-06,3.07228058974458e-05,0.0760178117048346
"1648","Egypt",2020-03-22,8,285,102334403,"EGY",7.81750786194551e-08,2.78498717581809e-06,0.0280701754385965
"1649","Egypt",2020-04-11,135,1794,102334403,"EGY",1.3192044517033e-06,1.75307613804128e-05,0.0752508361204013
"1650","Egypt",2020-04-02,46,710,102334403,"EGY",4.49506702061867e-07,6.93803822747664e-06,0.0647887323943662
"1651","Egypt",2020-04-16,183,2505,102334403,"EGY",1.78825492342003e-06,2.44785714927169e-05,0.0730538922155689
"1652","Egypt",2020-04-21,250,3333,102334403,"EGY",2.44297120685797e-06,3.25696921298305e-05,0.075007500750075
"1653","Egypt",2020-03-27,21,456,102334403,"EGY",2.0520958137607e-07,4.45597948130894e-06,0.0460526315789474
"1654","Egypt",2020-04-22,264,3490,102334403,"EGY",2.57977759444202e-06,3.41038780477373e-05,0.0756446991404011
"1655","Egypt",2020-04-05,66,985,102334403,"EGY",6.44944398610504e-07,9.62530655502041e-06,0.067005076142132
"1656","Egypt",2020-03-25,19,366,102334403,"EGY",1.85665811721206e-07,3.57650984684007e-06,0.0519125683060109
"1657","Egypt",2020-04-14,164,2190,102334403,"EGY",1.60258911169883e-06,2.14004277720758e-05,0.0748858447488584
"1658","Egypt",2020-04-08,85,1322,102334403,"EGY",8.3061021033171e-07,1.2918431741865e-05,0.0642965204236006
"1659","Egypt",2020-03-26,21,442,102334403,"EGY",2.0520958137607e-07,4.31917309372489e-06,0.0475113122171946
"1660","Egypt",2020-04-01,41,656,102334403,"EGY",4.00647277924707e-07,6.41035644679532e-06,0.0625
"1661","Egypt",2020-03-30,36,576,102334403,"EGY",3.51787853787548e-07,5.62860566060077e-06,0.0625
"1662","Egypt",2020-04-15,178,2350,102334403,"EGY",1.73939549928288e-06,2.29639293444649e-05,0.0757446808510638
"1663","Egypt",2020-04-04,52,779,102334403,"EGY",5.08138011026458e-07,7.61229828056944e-06,0.0667522464698331
"1664","Egypt",2020-03-31,40,609,102334403,"EGY",3.90875393097275e-07,5.95107785990602e-06,0.0656814449917898
"1665","Egypt",2020-03-23,10,294,102334403,"EGY",9.77188482743189e-08,2.87293413926497e-06,0.0340136054421769
"1666","Egypt",2020-04-03,52,779,102334403,"EGY",5.08138011026458e-07,7.61229828056944e-06,0.0667522464698331
"1667","Egypt",2020-03-29,30,536,102334403,"EGY",2.93156544822957e-07,5.23773026750349e-06,0.0559701492537313
"1668","Egypt",2020-04-17,196,2673,102334403,"EGY",1.91528942617665e-06,2.61202481437254e-05,0.0733258511036289
"1669","Egypt",2020-04-19,224,3032,102334403,"EGY",2.18890220134474e-06,2.96283547967735e-05,0.0738786279683377
"1670","Egypt",2020-03-28,24,495,102334403,"EGY",2.34525235858365e-07,4.83708298957878e-06,0.0484848484848485
"1671","Egypt",2020-03-24,14,327,102334403,"EGY",1.36806387584046e-07,3.19540633857023e-06,0.0428134556574924
"1672","Egypt",2020-04-18,205,2844,102334403,"EGY",2.00323638962354e-06,2.77912404492163e-05,0.0720815752461322
"1673","El Salvador",2020-03-27,0,13,6486201,"SLV",0,2.00425487893453e-06,0
"1674","El Salvador",2020-03-21,0,3,6486201,"SLV",0,4.62520356677198e-07,0
"1675","El Salvador",2020-04-20,7,201,6486201,"SLV",1.07921416558013e-06,3.09888638973723e-05,0.0348258706467662
"1676","El Salvador",2020-04-08,4,78,6486201,"SLV",6.16693808902931e-07,1.20255292736072e-05,0.0512820512820513
"1677","El Salvador",2020-03-25,0,9,6486201,"SLV",0,1.38756107003159e-06,0
"1678","El Salvador",2020-04-09,5,103,6486201,"SLV",7.70867261128664e-07,1.58798655792505e-05,0.0485436893203883
"1679","El Salvador",2020-04-19,7,190,6486201,"SLV",1.07921416558013e-06,2.92929559228892e-05,0.0368421052631579
"1680","El Salvador",2020-03-26,0,13,6486201,"SLV",0,2.00425487893453e-06,0
"1681","El Salvador",2020-03-22,0,3,6486201,"SLV",0,4.62520356677198e-07,0
"1682","El Salvador",2020-04-17,6,164,6486201,"SLV",9.25040713354396e-07,2.52844461650202e-05,0.0365853658536585
"1683","El Salvador",2020-03-28,0,13,6486201,"SLV",0,2.00425487893453e-06,0
"1684","El Salvador",2020-04-07,4,78,6486201,"SLV",6.16693808902931e-07,1.20255292736072e-05,0.0512820512820513
"1685","El Salvador",2020-04-06,3,69,6486201,"SLV",4.62520356677198e-07,1.06379682035756e-05,0.0434782608695652
"1686","El Salvador",2020-03-23,0,3,6486201,"SLV",0,4.62520356677198e-07,0
"1687","El Salvador",2020-04-18,7,177,6486201,"SLV",1.07921416558013e-06,2.72887010439547e-05,0.0395480225988701
"1688","El Salvador",2020-04-21,7,218,6486201,"SLV",1.07921416558013e-06,3.36098125852097e-05,0.0321100917431193
"1689","El Salvador",2020-03-24,0,5,6486201,"SLV",0,7.70867261128664e-07,0
"1690","El Salvador",2020-03-29,0,19,6486201,"SLV",0,2.92929559228892e-06,0
"1691","El Salvador",2020-04-03,2,46,6486201,"SLV",3.08346904451466e-07,7.09197880238371e-06,0.0434782608695652
"1692","El Salvador",2020-04-04,3,56,6486201,"SLV",4.62520356677198e-07,8.63371332464103e-06,0.0535714285714286
"1693","El Salvador",2020-04-05,3,62,6486201,"SLV",4.62520356677198e-07,9.55875403799543e-06,0.0483870967741935
"1694","El Salvador",2020-04-02,2,41,6486201,"SLV",3.08346904451466e-07,6.32111154125504e-06,0.0487804878048781
"1695","El Salvador",2020-04-16,6,159,6486201,"SLV",9.25040713354396e-07,2.45135789038915e-05,0.0377358490566038
"1696","El Salvador",2020-04-10,6,117,6486201,"SLV",9.25040713354396e-07,1.80382939104107e-05,0.0512820512820513
"1697","El Salvador",2020-03-30,0,30,6486201,"SLV",0,4.62520356677198e-06,0
"1698","El Salvador",2020-03-31,0,32,6486201,"SLV",0,4.93355047122345e-06,0
"1699","El Salvador",2020-04-22,7,225,6486201,"SLV",1.07921416558013e-06,3.46890267507899e-05,0.0311111111111111
"1700","El Salvador",2020-04-15,6,159,6486201,"SLV",9.25040713354396e-07,2.45135789038915e-05,0.0377358490566038
"1701","El Salvador",2020-04-12,6,118,6486201,"SLV",9.25040713354396e-07,1.81924673626365e-05,0.0508474576271186
"1702","El Salvador",2020-04-01,1,32,6486201,"SLV",1.54173452225733e-07,4.93355047122345e-06,0.03125
"1703","El Salvador",2020-04-14,6,149,6486201,"SLV",9.25040713354396e-07,2.29718443816342e-05,0.0402684563758389
"1704","El Salvador",2020-04-13,6,125,6486201,"SLV",9.25040713354396e-07,1.92716815282166e-05,0.048
"1705","El Salvador",2020-04-11,6,118,6486201,"SLV",9.25040713354396e-07,1.81924673626365e-05,0.0508474576271186
"1706","Equatorial Guinea",2020-03-29,0,13,1402985,"GNQ",0,9.26595793967861e-06,0
"1707","Equatorial Guinea",2020-04-11,0,18,1402985,"GNQ",0,1.28297879164781e-05,0
"1708","Equatorial Guinea",2020-04-19,0,79,1402985,"GNQ",0,5.63085136334316e-05,0
"1709","Equatorial Guinea",2020-04-01,0,15,1402985,"GNQ",0,1.06914899303984e-05,0
"1710","Equatorial Guinea",2020-03-30,0,14,1402985,"GNQ",0,9.97872393503851e-06,0
"1711","Equatorial Guinea",2020-04-02,0,15,1402985,"GNQ",0,1.06914899303984e-05,0
"1712","Equatorial Guinea",2020-04-10,0,18,1402985,"GNQ",0,1.28297879164781e-05,0
"1713","Equatorial Guinea",2020-04-08,0,16,1402985,"GNQ",0,1.14042559257583e-05,0
"1714","Equatorial Guinea",2020-03-28,0,13,1402985,"GNQ",0,9.26595793967861e-06,0
"1715","Equatorial Guinea",2020-04-20,0,79,1402985,"GNQ",0,5.63085136334316e-05,0
"1716","Equatorial Guinea",2020-03-31,0,14,1402985,"GNQ",0,9.97872393503851e-06,0
"1717","Equatorial Guinea",2020-03-27,0,12,1402985,"GNQ",0,8.55319194431872e-06,0
"1718","Equatorial Guinea",2020-04-07,0,16,1402985,"GNQ",0,1.14042559257583e-05,0
"1719","Equatorial Guinea",2020-04-09,0,18,1402985,"GNQ",0,1.28297879164781e-05,0
"1720","Equatorial Guinea",2020-04-18,0,79,1402985,"GNQ",0,5.63085136334316e-05,0
"1721","Equatorial Guinea",2020-04-05,0,16,1402985,"GNQ",0,1.14042559257583e-05,0
"1722","Equatorial Guinea",2020-04-15,0,41,1402985,"GNQ",0,2.92234058097556e-05,0
"1723","Equatorial Guinea",2020-04-17,0,51,1402985,"GNQ",0,3.63510657633546e-05,0
"1724","Equatorial Guinea",2020-04-04,0,16,1402985,"GNQ",0,1.14042559257583e-05,0
"1725","Equatorial Guinea",2020-03-21,0,4,1402985,"GNQ",0,2.85106398143957e-06,0
"1726","Equatorial Guinea",2020-04-06,0,16,1402985,"GNQ",0,1.14042559257583e-05,0
"1727","Equatorial Guinea",2020-04-16,0,51,1402985,"GNQ",0,3.63510657633546e-05,0
"1728","Equatorial Guinea",2020-03-22,0,6,1402985,"GNQ",0,4.27659597215936e-06,0
"1729","Equatorial Guinea",2020-03-24,0,9,1402985,"GNQ",0,6.41489395823904e-06,0
"1730","Equatorial Guinea",2020-04-14,0,21,1402985,"GNQ",0,1.49680859025578e-05,0
"1731","Equatorial Guinea",2020-03-26,0,11,1402985,"GNQ",0,7.84042594895883e-06,0
"1732","Equatorial Guinea",2020-04-22,0,79,1402985,"GNQ",0,5.63085136334316e-05,0
