"","Entity","Date","Total.tests","Total.confirmed.cases.of.COVID.19..cases.","PopTotal","Code","PerCapita.Testing","PerCapita.Infection","COVID.Positive"
"1167","Ecuador",2020-04-18,NA,8450,17643060,"ECU",NA,0.000478941861559163,NA
"1168","Ecuador",2020-04-21,NA,10128,17643060,"ECU",NA,0.000574050079748071,NA
"1169","Ecuador",2020-04-19,NA,9022,17643060,"ECU",NA,0.000511362541418552,NA
"1170","Ecuador",2020-04-10,13657,4965,17643060,"ECU",0.000774072071398045,0.00028141376835991,2.75065458207452
"1171","Egypt",2020-04-09,NA,1560,102334403,"EGY",NA,1.52441403307937e-05,NA
"1172","Egypt",2020-04-08,NA,1322,102334403,"EGY",NA,1.2918431741865e-05,NA
"1173","Egypt",2020-04-13,NA,2065,102334403,"EGY",NA,2.01789421686468e-05,NA
"1174","Egypt",2020-04-14,NA,2190,102334403,"EGY",NA,2.14004277720758e-05,NA
"1175","Egypt",2020-04-15,NA,2350,102334403,"EGY",NA,2.29639293444649e-05,NA
"1176","Egypt",2020-04-11,NA,1794,102334403,"EGY",NA,1.75307613804128e-05,NA
"1177","Egypt",2020-04-05,NA,985,102334403,"EGY",NA,9.62530655502041e-06,NA
"1178","Egypt",2020-04-10,NA,1699,102334403,"EGY",NA,1.66024323218068e-05,NA
"1179","Egypt",2020-04-12,NA,1939,102334403,"EGY",NA,1.89476846803904e-05,NA
"1180","Egypt",2020-04-07,NA,1073,102334403,"EGY",NA,1.04852324198344e-05,NA
"1181","Egypt",2020-04-22,NA,3490,102334403,"EGY",NA,3.41038780477373e-05,NA
"1182","Egypt",2020-04-20,NA,3144,102334403,"EGY",NA,3.07228058974458e-05,NA
"1183","Egypt",2020-04-16,NA,2505,102334403,"EGY",NA,2.44785714927169e-05,NA
"1184","Egypt",2020-04-17,NA,2673,102334403,"EGY",NA,2.61202481437254e-05,NA
"1185","Egypt",2020-04-21,NA,3333,102334403,"EGY",NA,3.25696921298305e-05,NA
"1186","Egypt",2020-04-04,NA,779,102334403,"EGY",NA,7.61229828056944e-06,NA
"1187","Egypt",2020-04-03,NA,779,102334403,"EGY",NA,7.61229828056944e-06,NA
"1188","Egypt",2020-04-06,NA,1070,102334403,"EGY",NA,1.04559167653521e-05,NA
"1189","Egypt",2020-04-01,NA,656,102334403,"EGY",NA,6.41035644679532e-06,NA
"1190","Egypt",2020-03-31,NA,609,102334403,"EGY",NA,5.95107785990602e-06,NA
"1191","Egypt",2020-04-19,NA,3032,102334403,"EGY",NA,2.96283547967735e-05,NA
"1192","Egypt",2020-04-02,NA,710,102334403,"EGY",NA,6.93803822747664e-06,NA
"1193","Egypt",2020-04-18,NA,2844,102334403,"EGY",NA,2.77912404492163e-05,NA
"1194","El Salvador",2020-04-03,NA,46,6486201,"SLV",NA,7.09197880238371e-06,NA
"1195","El Salvador",2020-04-15,8333,159,6486201,"SLV",0.00128472737739703,2.45135789038915e-05,52.4088050314465
"1196","El Salvador",2020-04-16,9267,159,6486201,"SLV",0.00142872538177587,2.45135789038915e-05,58.2830188679245
"1197","El Salvador",2020-04-06,NA,69,6486201,"SLV",NA,1.06379682035756e-05,NA
"1198","El Salvador",2020-04-01,NA,32,6486201,"SLV",NA,4.93355047122345e-06,NA
"1199","El Salvador",2020-04-13,NA,125,6486201,"SLV",NA,1.92716815282166e-05,NA
"1200","El Salvador",2020-04-05,NA,62,6486201,"SLV",NA,9.55875403799543e-06,NA
"1201","El Salvador",2020-04-04,NA,56,6486201,"SLV",NA,8.63371332464103e-06,NA
"1202","El Salvador",2020-04-02,NA,41,6486201,"SLV",NA,6.32111154125504e-06,NA
"1203","El Salvador",2020-03-31,NA,32,6486201,"SLV",NA,4.93355047122345e-06,NA
"1204","El Salvador",2020-04-14,7785,149,6486201,"SLV",0.00120024032557733,2.29718443816342e-05,52.248322147651
"1205","El Salvador",2020-04-08,NA,78,6486201,"SLV",NA,1.20255292736072e-05,NA
"1206","El Salvador",2020-04-09,NA,103,6486201,"SLV",NA,1.58798655792505e-05,NA
"1207","El Salvador",2020-04-17,10191,164,6486201,"SLV",0.00157118165163244,2.52844461650202e-05,62.140243902439
"1208","El Salvador",2020-04-22,NA,225,6486201,"SLV",NA,3.46890267507899e-05,NA
"1209","El Salvador",2020-04-10,NA,117,6486201,"SLV",NA,1.80382939104107e-05,NA
"1210","El Salvador",2020-04-07,NA,78,6486201,"SLV",NA,1.20255292736072e-05,NA
"1211","El Salvador",2020-04-12,6729,118,6486201,"SLV",0.00103743316002696,1.81924673626365e-05,57.0254237288136
"1212","El Salvador",2020-04-21,NA,218,6486201,"SLV",NA,3.36098125852097e-05,NA
"1213","El Salvador",2020-04-18,11160,177,6486201,"SLV",0.00172057572683918,2.72887010439547e-05,63.0508474576271
"1214","El Salvador",2020-04-11,NA,118,6486201,"SLV",NA,1.81924673626365e-05,NA
"1215","El Salvador",2020-04-19,12210,190,6486201,"SLV",0.0018824578516762,2.92929559228892e-05,64.2631578947368
"1216","El Salvador",2020-04-20,13352,201,6486201,"SLV",0.00205852393411798,3.09888638973723e-05,66.4278606965174
"1217","Equatorial Guinea",2020-04-20,NA,79,1402985,"GNQ",NA,5.63085136334316e-05,NA
"1218","Equatorial Guinea",2020-04-05,NA,16,1402985,"GNQ",NA,1.14042559257583e-05,NA
"1219","Equatorial Guinea",2020-04-19,NA,79,1402985,"GNQ",NA,5.63085136334316e-05,NA
"1220","Equatorial Guinea",2020-04-16,NA,51,1402985,"GNQ",NA,3.63510657633546e-05,NA
"1221","Equatorial Guinea",2020-04-14,NA,21,1402985,"GNQ",NA,1.49680859025578e-05,NA
"1222","Equatorial Guinea",2020-04-02,NA,15,1402985,"GNQ",NA,1.06914899303984e-05,NA
"1223","Equatorial Guinea",2020-04-04,NA,16,1402985,"GNQ",NA,1.14042559257583e-05,NA
"1224","Equatorial Guinea",2020-04-17,NA,51,1402985,"GNQ",NA,3.63510657633546e-05,NA
"1225","Equatorial Guinea",2020-04-13,NA,21,1402985,"GNQ",NA,1.49680859025578e-05,NA
"1226","Equatorial Guinea",2020-04-01,NA,15,1402985,"GNQ",NA,1.06914899303984e-05,NA
"1227","Equatorial Guinea",2020-04-15,NA,41,1402985,"GNQ",NA,2.92234058097556e-05,NA
"1228","Equatorial Guinea",2020-04-18,NA,79,1402985,"GNQ",NA,5.63085136334316e-05,NA
"1229","Equatorial Guinea",2020-04-03,NA,15,1402985,"GNQ",NA,1.06914899303984e-05,NA
"1230","Equatorial Guinea",2020-03-31,NA,14,1402985,"GNQ",NA,9.97872393503851e-06,NA
"1231","Equatorial Guinea",2020-04-11,NA,18,1402985,"GNQ",NA,1.28297879164781e-05,NA
"1232","Equatorial Guinea",2020-04-22,NA,79,1402985,"GNQ",NA,5.63085136334316e-05,NA
"1233","Equatorial Guinea",2020-04-10,NA,18,1402985,"GNQ",NA,1.28297879164781e-05,NA
"1234","Equatorial Guinea",2020-04-21,NA,79,1402985,"GNQ",NA,5.63085136334316e-05,NA
"1235","Equatorial Guinea",2020-04-07,NA,16,1402985,"GNQ",NA,1.14042559257583e-05,NA
"1236","Equatorial Guinea",2020-04-08,NA,16,1402985,"GNQ",NA,1.14042559257583e-05,NA
"1237","Equatorial Guinea",2020-04-06,NA,16,1402985,"GNQ",NA,1.14042559257583e-05,NA
"1238","Equatorial Guinea",2020-04-09,NA,18,1402985,"GNQ",NA,1.28297879164781e-05,NA
"1239","Equatorial Guinea",2020-04-12,NA,18,1402985,"GNQ",NA,1.28297879164781e-05,NA
"1240","Eritrea",2020-04-16,NA,35,3546427,"ERI",NA,9.86908795810544e-06,NA
"1241","Eritrea",2020-04-10,NA,33,3546427,"ERI",NA,9.30514007478513e-06,NA
"1242","Eritrea",2020-04-20,NA,39,3546427,"ERI",NA,1.09969837247461e-05,NA
"1243","Eritrea",2020-04-07,NA,31,3546427,"ERI",NA,8.74119219146482e-06,NA
"1244","Eritrea",2020-04-21,NA,39,3546427,"ERI",NA,1.09969837247461e-05,NA
"1245","Eritrea",2020-04-08,NA,31,3546427,"ERI",NA,8.74119219146482e-06,NA
"1246","Eritrea",2020-04-09,NA,33,3546427,"ERI",NA,9.30514007478513e-06,NA
"1247","Eritrea",2020-04-19,NA,35,3546427,"ERI",NA,9.86908795810544e-06,NA
"1248","Eritrea",2020-04-05,NA,29,3546427,"ERI",NA,8.17724430814451e-06,NA
"1249","Eritrea",2020-04-15,NA,35,3546427,"ERI",NA,9.86908795810544e-06,NA
"1250","Eritrea",2020-03-31,NA,12,3546427,"ERI",NA,3.38368729992187e-06,NA
"1251","Eritrea",2020-04-22,NA,39,3546427,"ERI",NA,1.09969837247461e-05,NA
"1252","Eritrea",2020-04-01,NA,15,3546427,"ERI",NA,4.22960912490233e-06,NA
"1253","Eritrea",2020-04-02,NA,18,3546427,"ERI",NA,5.0755309498828e-06,NA
"1254","Eritrea",2020-04-06,NA,29,3546427,"ERI",NA,8.17724430814451e-06,NA
"1255","Eritrea",2020-04-03,NA,22,3546427,"ERI",NA,6.20342671652342e-06,NA
"1256","Eritrea",2020-04-04,NA,22,3546427,"ERI",NA,6.20342671652342e-06,NA
"1257","Eritrea",2020-04-17,NA,35,3546427,"ERI",NA,9.86908795810544e-06,NA
"1258","Eritrea",2020-04-18,NA,35,3546427,"ERI",NA,9.86908795810544e-06,NA
"1259","Eritrea",2020-04-12,NA,34,3546427,"ERI",NA,9.58711401644528e-06,NA
"1260","Eritrea",2020-04-13,NA,34,3546427,"ERI",NA,9.58711401644528e-06,NA
"1261","Eritrea",2020-04-14,NA,34,3546427,"ERI",NA,9.58711401644528e-06,NA
"1262","Eritrea",2020-04-11,NA,34,3546427,"ERI",NA,9.58711401644528e-06,NA
"1263","Estonia",2020-04-20,42213,1528,1326539,"EST",0.0318219064799452,0.00115186963971659,27.6263089005236
"1264","Estonia",2020-04-14,33960,1332,1326539,"EST",0.0256004535109786,0.00100411672781577,25.4954954954955
"1265","Estonia",2020-04-22,NA,1552,1326539,"EST",NA,0.00116996183301056,NA
"1266","Estonia",2020-04-10,29441,1207,1326539,"EST",0.022193844282,0.000909886554409633,24.3918806959403
"1267","Estonia",2020-04-07,24800,1108,1326539,"EST",0.018695266403777,0.000835256257071975,22.3826714801444
"1268","Estonia",2020-04-21,NA,1535,1326539,"EST",NA,0.00115714652942733,NA
"1269","Estonia",2020-04-13,32254,1309,1326539,"EST",0.0243144001043316,0.000986778375909038,24.6401833460657
"1270","Estonia",2020-04-02,18271,779,1326539,"EST",0.0137734359864278,0.000587242440667029,23.4544287548139
"1271","Estonia",2020-04-12,30745,1304,1326539,"EST",0.0231768534509728,0.000983009168972793,23.5774539877301
"1272","Estonia",2020-04-16,37585,1402,1326539,"EST",0.0283331285397565,0.0010568856249232,26.8081312410842
"1273","Estonia",2020-04-08,26405,1149,1326539,"EST",0.0199051818303118,0.000866163753949187,22.9808529155788
"1274","Estonia",2020-04-15,36012,1373,1326539,"EST",0.0271473360376137,0.00103502422469298,26.2286962855062
"1275","Estonia",2020-04-19,40924,1512,1326539,"EST",0.0308502049317811,0.0011398081775206,27.0661375661376
"1276","Estonia",2020-04-03,19803,858,1326539,"EST",0.0149283209916934,0.000646795910259706,23.0804195804196
"1277","Estonia",2020-03-31,14392,715,1326539,"EST",0.0108492852452887,0.000538996591883088,20.1286713286713
"1278","Estonia",2020-04-05,21848,1018,1326539,"EST",0.0164699266286178,0.000767410532219558,21.4616895874263
"1279","Estonia",2020-04-09,27871,1185,1326539,"EST",0.021010313304019,0.000893302043890153,23.5198312236287
"1280","Estonia",2020-04-06,23527,1097,1326539,"EST",0.017735626317809,0.000826964001812235,21.4466727438469
"1281","Estonia",2020-04-11,30336,1258,1326539,"EST",0.0228685323235879,0.000948332465159336,24.1144674085851
"1282","Estonia",2020-04-04,20989,961,1326539,"EST",0.0158223768769708,0.000724441573146361,21.840790842872
"1283","Estonia",2020-04-17,39602,1434,1326539,"EST",0.0298536266178378,0.00108100854931517,27.6164574616457
"1284","Estonia",2020-04-01,15765,745,1326539,"EST",0.0118843094699817,0.000561611833500561,21.1610738255034
"1285","Estonia",2020-04-18,40325,1459,1326539,"EST",0.0303986539408189,0.0010998545839964,27.6387936943112
"1286","Ethiopia",2020-04-20,NA,108,114963583,"ETH",NA,9.39427923014543e-07,NA
"1287","Ethiopia",2020-03-31,1013,23,114963583,"ETH",8.81148598160863e-06,2.00063353975319e-07,44.0434782608696
"1288","Ethiopia",2020-04-02,NA,29,114963583,"ETH",NA,2.52253794142794e-07,NA
"1289","Ethiopia",2020-04-13,4110,71,114963583,"ETH",3.57504515147201e-05,6.17586875315116e-07,57.887323943662
"1290","Ethiopia",2020-04-19,NA,105,114963583,"ETH",NA,9.13332702930806e-07,NA
"1291","Ethiopia",2020-04-14,4557,74,114963583,"ETH",3.9638639307197e-05,6.43682095398853e-07,61.5810810810811
"1292","Ethiopia",2020-04-21,8698,111,114963583,"ETH",7.5658741429449e-05,9.6552314309828e-07,78.3603603603604
"1293","Ethiopia",2020-04-01,1083,25,114963583,"ETH",9.42037445022916e-06,2.17460167364477e-07,43.32
"1294","Ethiopia",2020-04-10,NA,56,114963583,"ETH",NA,4.8711077489643e-07,NA
"1295","Ethiopia",2020-04-22,NA,114,114963583,"ETH",NA,9.91618363182017e-07,NA
"1296","Ethiopia",2020-04-17,NA,92,114963583,"ETH",NA,8.00253415901277e-07,NA
"1297","Ethiopia",2020-04-12,3863,69,114963583,"ETH",3.36019450611591e-05,6.00190061925958e-07,55.9855072463768
"1298","Ethiopia",2020-04-16,5389,85,114963583,"ETH",4.68757136770868e-05,7.39364569039224e-07,63.4
"1299","Ethiopia",2020-04-07,2271,44,114963583,"ETH",1.97540816033891e-05,3.8272989456148e-07,51.6136363636364
"1300","Ethiopia",2020-04-05,1843,38,114963583,"ETH",1.60311635381093e-05,3.30539454394006e-07,48.5
"1301","Ethiopia",2020-04-18,NA,96,114963583,"ETH",NA,8.35047042679594e-07,NA
"1302","Ethiopia",2020-04-11,NA,65,114963583,"ETH",NA,5.65396435147641e-07,NA
"1303","Ethiopia",2020-04-06,2007,43,114963583,"ETH",1.74577022360203e-05,3.74031487866901e-07,46.6744186046512
"1304","Ethiopia",2020-04-08,2496,52,114963583,"ETH",2.17112231096694e-05,4.52317148118113e-07,48
"1305","Ethiopia",2020-04-15,4988,82,114963583,"ETH",4.33876525925606e-05,7.13269348955486e-07,60.8292682926829
"1306","Ethiopia",2020-04-03,1222,29,114963583,"ETH",1.06294529807757e-05,2.52253794142794e-07,42.1379310344828
"1307","Ethiopia",2020-04-09,2790,55,114963583,"ETH",2.42685546778757e-05,4.78412368201851e-07,50.7272727272727
"1308","Ethiopia",2020-04-04,NA,35,114963583,"ETH",NA,3.04444234310268e-07,NA
"1309","Europe",2020-04-12,NA,811562,747636045,"",NA,0.00108550411049269,NA
"1310","Europe",2020-04-12,NA,811562,747636045,"",NA,0.00108550411049269,NA
"1311","Europe",2020-04-18,NA,985337,747636045,"",NA,0.00131793672414497,NA
"1312","Europe",2020-04-18,NA,985337,747636045,"",NA,0.00131793672414497,NA
"1313","Europe",2020-04-19,NA,1015169,747636045,"",NA,0.00135783849212353,NA
"1314","Europe",2020-04-19,NA,1015169,747636045,"",NA,0.00135783849212353,NA
"1315","Europe",2020-04-08,NA,674103,747636045,"",NA,0.000901645933884849,NA
"1316","Europe",2020-04-08,NA,674103,747636045,"",NA,0.000901645933884849,NA
"1317","Europe",2020-04-11,NA,777239,747636045,"",NA,0.00103959540902017,NA
"1318","Europe",2020-04-11,NA,777239,747636045,"",NA,0.00103959540902017,NA
"1319","Europe",2020-04-20,NA,1043723,747636045,"",NA,0.00139603087221403,NA
"1320","Europe",2020-04-20,NA,1043723,747636045,"",NA,0.00139603087221403,NA
"1321","Europe",2020-04-06,NA,618204,747636045,"",NA,0.000826878270696539,NA
"1322","Europe",2020-04-06,NA,618204,747636045,"",NA,0.000826878270696539,NA
"1323","Europe",2020-04-07,NA,645273,747636045,"",NA,0.000863084390212888,NA
"1324","Europe",2020-04-07,NA,645273,747636045,"",NA,0.000863084390212888,NA
"1325","Europe",2020-03-31,NA,407298,747636045,"",NA,0.000544781117395163,NA
"1326","Europe",2020-03-31,NA,407298,747636045,"",NA,0.000544781117395163,NA
"1327","Europe",2020-04-13,NA,839010,747636045,"",NA,0.00112221716115894,NA
"1328","Europe",2020-04-13,NA,839010,747636045,"",NA,0.00112221716115894,NA
"1329","Europe",2020-04-09,NA,707774,747636045,"",NA,0.000946682553273632,NA
"1330","Europe",2020-04-09,NA,707774,747636045,"",NA,0.000946682553273632,NA
"1331","Europe",2020-04-02,NA,480702,747636045,"",NA,0.000642962579472743,NA
"1332","Europe",2020-04-02,NA,480702,747636045,"",NA,0.000642962579472743,NA
"1333","Europe",2020-04-16,NA,923265,747636045,"",NA,0.00123491236969454,NA
"1334","Europe",2020-04-16,NA,923265,747636045,"",NA,0.00123491236969454,NA
"1335","Europe",2020-04-17,NA,954719,747636045,"",NA,0.00127698364248877,NA
"1336","Europe",2020-04-17,NA,954719,747636045,"",NA,0.00127698364248877,NA
"1337","Europe",2020-04-22,NA,1098320,747636045,"",NA,0.00146905704633329,NA
"1338","Europe",2020-04-22,NA,1098320,747636045,"",NA,0.00146905704633329,NA
"1339","Europe",2020-04-21,NA,1070523,747636045,"",NA,0.00143187719099338,NA
"1340","Europe",2020-04-21,NA,1070523,747636045,"",NA,0.00143187719099338,NA
"1341","Europe",2020-04-01,NA,444541,747636045,"",NA,0.000594595462555581,NA
"1342","Europe",2020-04-01,NA,444541,747636045,"",NA,0.000594595462555581,NA
"1343","Europe",2020-04-10,NA,743197,747636045,"",NA,0.000994062558875154,NA
"1344","Europe",2020-04-10,NA,743197,747636045,"",NA,0.000994062558875154,NA
"1345","Europe",2020-04-05,NA,587850,747636045,"",NA,0.000786278302031305,NA
"1346","Europe",2020-04-05,NA,587850,747636045,"",NA,0.000786278302031305,NA
"1347","Europe",2020-04-15,NA,892340,747636045,"",NA,0.00119354866043143,NA
"1348","Europe",2020-04-15,NA,892340,747636045,"",NA,0.00119354866043143,NA
"1349","Europe",2020-04-14,NA,863883,747636045,"",NA,0.00115548602261412,NA
"1350","Europe",2020-04-14,NA,863883,747636045,"",NA,0.00115548602261412,NA
"1351","Europe",2020-04-04,NA,553307,747636045,"",NA,0.000740075339732985,NA
"1352","Europe",2020-04-04,NA,553307,747636045,"",NA,0.000740075339732985,NA
"1353","Europe",2020-04-03,NA,515383,747636045,"",NA,0.000689350123561793,NA
"1354","Europe",2020-04-03,NA,515383,747636045,"",NA,0.000689350123561793,NA
"1355","Fiji",2020-04-08,NA,15,896444,"FJI",NA,1.67327797386117e-05,NA
"1356","Fiji",2020-04-07,NA,14,896444,"FJI",NA,1.56172610893709e-05,NA
"1357","Fiji",2020-04-21,NA,18,896444,"FJI",NA,2.0079335686334e-05,NA
"1358","Fiji",2020-04-19,NA,17,896444,"FJI",NA,1.89638170370932e-05,NA
"1359","Fiji",2020-04-16,NA,16,896444,"FJI",NA,1.78482983878524e-05,NA
"1360","Fiji",2020-04-12,NA,16,896444,"FJI",NA,1.78482983878524e-05,NA
"1361","Fiji",2020-04-20,NA,17,896444,"FJI",NA,1.89638170370932e-05,NA
"1362","Fiji",2020-04-22,NA,18,896444,"FJI",NA,2.0079335686334e-05,NA
"1363","Fiji",2020-04-02,NA,7,896444,"FJI",NA,7.80863054468545e-06,NA
"1364","Fiji",2020-04-06,NA,14,896444,"FJI",NA,1.56172610893709e-05,NA
"1365","Fiji",2020-04-03,NA,7,896444,"FJI",NA,7.80863054468545e-06,NA
"1366","Fiji",2020-04-01,NA,5,896444,"FJI",NA,5.57759324620389e-06,NA
"1367","Fiji",2020-04-04,NA,12,896444,"FJI",NA,1.33862237908893e-05,NA
"1368","Fiji",2020-03-31,NA,5,896444,"FJI",NA,5.57759324620389e-06,NA
"1369","Fiji",2020-04-05,NA,12,896444,"FJI",NA,1.33862237908893e-05,NA
"1370","Fiji",2020-04-18,NA,17,896444,"FJI",NA,1.89638170370932e-05,NA
"1371","Fiji",2020-04-14,NA,16,896444,"FJI",NA,1.78482983878524e-05,NA
"1372","Fiji",2020-04-15,NA,16,896444,"FJI",NA,1.78482983878524e-05,NA
"1373","Fiji",2020-04-13,NA,16,896444,"FJI",NA,1.78482983878524e-05,NA
"1374","Fiji",2020-04-09,NA,15,896444,"FJI",NA,1.67327797386117e-05,NA
"1375","Fiji",2020-04-17,NA,17,896444,"FJI",NA,1.89638170370932e-05,NA
"1376","Fiji",2020-04-11,NA,16,896444,"FJI",NA,1.78482983878524e-05,NA
"1377","Fiji",2020-04-10,NA,15,896444,"FJI",NA,1.67327797386117e-05,NA
"1378","Finland",2020-04-07,36753,2176,5540718,"FIN",0.00663325583435215,0.000392728884595823,16.8901654411765
"1379","Finland",2020-04-06,34682,1927,5540718,"FIN",0.00625947756229427,0.000347788860577275,17.9979242345615
"1380","Finland",2020-04-18,58689,3489,5540718,"FIN",0.0105923095165645,0.000629701782332182,16.8211521926053
"1381","Finland",2020-04-19,60786,3681,5540718,"FIN",0.0109707803212508,0.000664354330972989,16.5134474327628
"1382","Finland",2020-04-01,24905,1384,5540718,"FIN",0.00449490481197563,0.00024978712145249,17.9949421965318
"1383","Finland",2020-04-21,NA,3868,5540718,"FIN",NA,0.000698104469492943,NA
"1384","Finland",2020-04-20,61447,3783,5540718,"FIN",0.0110900789392277,0.000682763497438419,16.2429288924134
"1385","Finland",2020-04-13,47716,2974,5540718,"FIN",0.00861188026533745,0.000536753539884181,16.044384667115
"1386","Finland",2020-04-14,48864,3064,5540718,"FIN",0.00881907362908562,0.00055299692205956,15.9477806788512
"1387","Finland",2020-03-31,22998,1313,5540718,"FIN",0.00415072559188177,0.000236972897736358,17.5156130997715
"1388","Finland",2020-04-02,26874,1446,5540718,"FIN",0.00485027391756808,0.000260977006951085,18.5850622406639
"1389","Finland",2020-04-08,39060,2308,5540718,"FIN",0.00704962786411436,0.000416552511786379,16.9237435008665
"1390","Finland",2020-04-04,31132,1615,5540718,"FIN",0.00561876637648767,0.000291478469035962,19.2767801857585
"1391","Finland",2020-04-03,28541,1518,5540718,"FIN",0.00515113745186093,0.000273971712691388,18.8017127799736
"1392","Finland",2020-04-15,51248,3161,5540718,"FIN",0.00924934277470898,0.000570503678404135,16.2125909522303
"1393","Finland",2020-04-17,56497,3369,5540718,"FIN",0.0101966929195819,0.000608043939431676,16.7696645888988
"1394","Finland",2020-04-05,32758,1882,5540718,"FIN",0.00591223014778951,0.000339667169489586,17.4059511158342
"1395","Finland",2020-04-12,46818,2905,5540718,"FIN",0.00844980740763201,0.000524300280216391,16.1163511187608
"1396","Finland",2020-04-10,43998,2605,5540718,"FIN",0.00794084809947014,0.000470155672965128,16.8898272552783
"1397","Finland",2020-04-22,NA,4014,5540718,"FIN",NA,0.000724454845021891,NA
"1398","Finland",2020-04-16,53890,3237,5540718,"FIN",0.00972617628256843,0.000584220312241121,16.6481309854804
"1399","Finland",2020-04-09,41501,2487,5540718,"FIN",0.00749018448511547,0.000448858794112965,16.6871733011661
"1400","Finland",2020-04-11,45298,2769,5540718,"FIN",0.00817547473089228,0.000499754724929152,16.3589743589744
"1401","France",2020-04-06,NA,70478,65273512,"FRA",NA,0.00107973353724249,NA
"1402","France",2020-04-04,NA,64338,65273512,"FRA",NA,0.00098566781575963,NA
"1403","France",2020-04-22,NA,117324,65273512,"FRA",NA,0.00179742128782652,NA
"1404","France",2020-04-12,NA,93790,65273512,"FRA",NA,0.00143687687587578,NA
"1405","France",2020-04-07,333807,74390,65273512,"FRA",0.00511397333730105,0.00113966596435013,4.48725635166017
"1406","France",2020-04-02,NA,56989,65273512,"FRA",NA,0.000873080032831694,NA
"1407","France",2020-04-01,NA,52128,65273512,"FRA",NA,0.000798608783299419,NA
"1408","France",2020-04-05,NA,68605,65273512,"FRA",NA,0.00105103889614519,NA
"1409","France",2020-04-15,NA,103573,65273512,"FRA",NA,0.00158675390409513,NA
"1410","France",2020-04-16,NA,106206,65273512,"FRA",NA,0.00162709185925219,NA
"1411","France",2020-04-14,463662,98076,65273512,"FRA",0.00710337142576303,0.00150253903911283,4.72757861250459
"1412","France",2020-03-31,224254,44550,65273512,"FRA",0.00343560493573565,0.000682512686003474,5.03375982042649
"1413","France",2020-04-17,NA,108847,65273512,"FRA",NA,0.00166755237560988,NA
"1414","France",2020-04-18,NA,109252,65273512,"FRA",NA,0.00167375703639173,NA
"1415","France",2020-04-19,NA,111821,65273512,"FRA",NA,0.00171311450194376,NA
"1416","France",2020-04-20,NA,112606,65273512,"FRA",NA,0.00172514081975549,NA
"1417","France",2020-04-10,NA,86334,65273512,"FRA",NA,0.00132264983688943,NA
"1418","France",2020-04-11,NA,90676,65273512,"FRA",NA,0.00138916992853089,NA
"1419","France",2020-04-13,NA,95403,65273512,"FRA",NA,0.00146158827795262,NA
"1420","France",2020-04-03,NA,59105,65273512,"FRA",NA,0.0009054974703981,NA
"1421","France",2020-04-09,NA,82048,65273512,"FRA",NA,0.00125698767365237,NA
"1422","France",2020-04-21,NA,114657,65273512,"FRA",NA,0.00175656244756679,NA
"1423","France",2020-04-08,NA,78167,65273512,"FRA",NA,0.00119753017119716,NA
"1424","French Polynesia",2020-04-13,NA,53,280904,"PYF",NA,0.000188676558539572,NA
"1425","French Polynesia",2020-04-21,NA,56,280904,"PYF",NA,0.000199356363739925,NA
"1426","French Polynesia",2020-04-06,NA,41,280904,"PYF",NA,0.00014595733773816,NA
"1427","French Polynesia",2020-04-10,NA,51,280904,"PYF",NA,0.000181556688406003,NA
"1428","French Polynesia",2020-04-08,NA,47,280904,"PYF",NA,0.000167316948138866,NA
"1429","French Polynesia",2020-04-11,NA,51,280904,"PYF",NA,0.000181556688406003,NA
"1430","French Polynesia",2020-04-20,NA,55,280904,"PYF",NA,0.000195796428673141,NA
"1431","French Polynesia",2020-04-14,NA,55,280904,"PYF",NA,0.000195796428673141,NA
"1432","French Polynesia",2020-04-04,NA,39,280904,"PYF",NA,0.000138837467604591,NA
"1433","French Polynesia",2020-04-12,NA,51,280904,"PYF",NA,0.000181556688406003,NA
"1434","French Polynesia",2020-04-02,NA,37,280904,"PYF",NA,0.000131717597471022,NA
"1435","French Polynesia",2020-04-03,NA,37,280904,"PYF",NA,0.000131717597471022,NA
"1436","French Polynesia",2020-04-17,NA,55,280904,"PYF",NA,0.000195796428673141,NA
"1437","French Polynesia",2020-04-05,NA,40,280904,"PYF",NA,0.000142397402671375,NA
"1438","French Polynesia",2020-04-19,NA,55,280904,"PYF",NA,0.000195796428673141,NA
"1439","French Polynesia",2020-04-09,NA,51,280904,"PYF",NA,0.000181556688406003,NA
"1440","French Polynesia",2020-04-16,NA,55,280904,"PYF",NA,0.000195796428673141,NA
"1441","French Polynesia",2020-04-07,NA,41,280904,"PYF",NA,0.00014595733773816,NA
"1442","French Polynesia",2020-04-15,NA,55,280904,"PYF",NA,0.000195796428673141,NA
"1443","French Polynesia",2020-04-22,NA,57,280904,"PYF",NA,0.00020291629880671,NA
"1444","French Polynesia",2020-04-18,NA,55,280904,"PYF",NA,0.000195796428673141,NA
"1445","French Polynesia",2020-03-31,NA,36,280904,"PYF",NA,0.000128157662404238,NA
"1446","French Polynesia",2020-04-01,NA,37,280904,"PYF",NA,0.000131717597471022,NA
"1447","Gabon",2020-04-02,NA,18,2225728,"GAB",NA,8.08724156770279e-06,NA
"1448","Gabon",2020-04-17,NA,95,2225728,"GAB",NA,4.26826638295425e-05,NA
"1449","Gabon",2020-04-14,NA,57,2225728,"GAB",NA,2.56095982977255e-05,NA
"1450","Gabon",2020-04-13,NA,57,2225728,"GAB",NA,2.56095982977255e-05,NA
