"","Entity","Date","Total.tests","Total.confirmed.cases.of.COVID.19..cases.","PopTotal","Code","PerCapita.Testing","PerCapita.Infection","COVID.Positive"
"1","Afghanistan",2020-04-11,NA,521,38928341,"AFG",NA,1.33835654594168e-05,NA
"2","Afghanistan",2020-04-17,NA,794,38928341,"AFG",NA,2.03964510072494e-05,NA
"3","Afghanistan",2020-04-04,NA,235,38928341,"AFG",NA,6.03673298073504e-06,NA
"4","Afghanistan",2020-04-15,NA,714,38928341,"AFG",NA,1.83413929712545e-05,NA
"5","Afghanistan",2020-04-12,NA,555,38928341,"AFG",NA,1.42569651247147e-05,NA
"6","Afghanistan",2020-04-14,NA,665,38928341,"AFG",NA,1.70826699242077e-05,NA
"7","Afghanistan",2020-04-13,NA,607,38928341,"AFG",NA,1.55927528481114e-05,NA
"8","Afghanistan",2020-04-18,NA,845,38928341,"AFG",NA,2.17065505051962e-05,NA
"9","Afghanistan",2020-04-01,NA,166,38928341,"AFG",NA,4.26424542468943e-06,NA
"10","Afghanistan",2020-04-02,NA,192,38928341,"AFG",NA,4.93213928638778e-06,NA
"11","Afghanistan",2020-04-08,NA,367,38928341,"AFG",NA,9.42757874012663e-06,NA
"12","Afghanistan",2020-04-09,NA,423,38928341,"AFG",NA,1.08661193653231e-05,NA
"13","Afghanistan",2020-04-05,NA,270,38928341,"AFG",NA,6.93582087148281e-06,NA
"14","Afghanistan",2020-04-16,NA,784,38928341,"AFG",NA,2.01395687527501e-05,NA
"15","Afghanistan",2020-04-20,NA,996,38928341,"AFG",NA,2.55854725481366e-05,NA
"16","Afghanistan",2020-04-21,NA,1031,38928341,"AFG",NA,2.64845604388844e-05,NA
"17","Afghanistan",2020-04-10,NA,484,38928341,"AFG",NA,1.24331011177692e-05,NA
"18","Afghanistan",2020-04-03,NA,235,38928341,"AFG",NA,6.03673298073504e-06,NA
"19","Afghanistan",2020-04-07,NA,337,38928341,"AFG",NA,8.65693197662854e-06,NA
"20","Afghanistan",2020-03-31,NA,141,38928341,"AFG",NA,3.62203978844102e-06,NA
"21","Afghanistan",2020-04-06,NA,299,38928341,"AFG",NA,7.68077940953096e-06,NA
"22","Afghanistan",2020-04-22,NA,1092,38928341,"AFG",NA,2.80515421913305e-05,NA
"23","Afghanistan",2020-04-19,NA,908,38928341,"AFG",NA,2.33249087085422e-05,NA
"24","Africa",2020-04-08,NA,10524,1340598113,"",NA,7.85022737086308e-06,NA
"25","Africa",2020-04-04,NA,7508,1340598113,"",NA,5.60048528130369e-06,NA
"26","Africa",2020-04-03,NA,6883,1340598113,"",NA,5.13427546499911e-06,NA
"27","Africa",2020-04-22,NA,24617,1340598113,"",NA,1.83626992767519e-05,NA
"28","Africa",2020-04-07,NA,9802,1340598113,"",NA,7.31166179106803e-06,NA
"29","Africa",2020-04-20,NA,22303,1340598113,"",NA,1.66366040528658e-05,NA
"30","Africa",2020-04-19,NA,21057,1340598113,"",NA,1.5707168163081e-05,NA
"31","Africa",2020-04-09,NA,11446,1340598113,"",NA,8.5379800918756e-06,NA
"32","Africa",2020-04-01,NA,5626,1340598113,"",NA,4.19663428244733e-06,NA
"33","Africa",2020-04-18,NA,19897,1340598113,"",NA,1.48418827440196e-05,NA
"34","Africa",2020-04-13,NA,14522,1340598113,"",NA,1.08324783238002e-05,NA
"35","Africa",2020-04-05,NA,8440,1340598113,"",NA,6.29569735937708e-06,NA
"36","Africa",2020-04-06,NA,9175,1340598113,"",NA,6.84396010335127e-06,NA
"37","Africa",2020-04-17,NA,18329,1340598113,"",NA,1.36722555568747e-05,NA
"38","Africa",2020-04-14,NA,15291,1340598113,"",NA,1.14061028817814e-05,NA
"39","Africa",2020-04-10,NA,12280,1340598113,"",NA,9.16009047075244e-06,NA
"40","Africa",2020-04-21,NA,23267,1340598113,"",NA,1.7355686073534e-05,NA
"41","Africa",2020-04-16,NA,17243,1340598113,"",NA,1.28621693800639e-05,NA
"42","Africa",2020-03-31,NA,5137,1340598113,"",NA,3.83187172217062e-06,NA
"43","Africa",2020-04-11,NA,12952,1340598113,"",NA,9.66135926524313e-06,NA
"44","Africa",2020-04-15,NA,16281,1340598113,"",NA,1.21445792308079e-05,NA
"45","Africa",2020-04-02,NA,6248,1340598113,"",NA,4.66060629163365e-06,NA
"46","Africa",2020-04-12,NA,13666,1340598113,"",NA,1.01939573593895e-05,NA
"47","Albania",2020-04-19,NA,548,2877800,"ALB",NA,0.000190423239974981,NA
"48","Albania",2020-04-04,NA,304,2877800,"ALB",NA,0.000105636249913128,NA
"49","Albania",2020-04-17,NA,518,2877800,"ALB",NA,0.000179998610049343,NA
"50","Albania",2020-04-22,NA,609,2877800,"ALB",NA,0.000211619987490444,NA
"51","Albania",2020-04-05,NA,333,2877800,"ALB",NA,0.000115713392174578,NA
"52","Albania",2020-04-20,NA,562,2877800,"ALB",NA,0.000195288067273612,NA
"53","Albania",2020-03-31,NA,223,2877800,"ALB",NA,7.74897491139065e-05,NA
"54","Albania",2020-04-07,NA,377,2877800,"ALB",NA,0.000131002849398846,NA
"55","Albania",2020-04-16,NA,494,2877800,"ALB",NA,0.000171658906108833,NA
"56","Albania",2020-04-15,NA,475,2877800,"ALB",NA,0.000165056640489263,NA
"57","Albania",2020-04-21,NA,584,2877800,"ALB",NA,0.000202932795885746,NA
"58","Albania",2020-04-06,NA,361,2877800,"ALB",NA,0.00012544304677184,NA
"59","Albania",2020-04-18,NA,539,2877800,"ALB",NA,0.00018729585099729,NA
"60","Albania",2020-04-09,NA,400,2877800,"ALB",NA,0.000138995065675169,NA
"61","Albania",2020-04-02,NA,259,2877800,"ALB",NA,8.99993050246716e-05,NA
"62","Albania",2020-04-10,NA,409,2877800,"ALB",NA,0.00014212245465286,NA
"63","Albania",2020-04-03,NA,277,2877800,"ALB",NA,9.62540829800542e-05,NA
"64","Albania",2020-04-14,NA,467,2877800,"ALB",NA,0.000162276739175759,NA
"65","Albania",2020-04-08,NA,383,2877800,"ALB",NA,0.000133087775383974,NA
"66","Albania",2020-04-12,NA,433,2877800,"ALB",NA,0.00015046215859337,NA
"67","Albania",2020-04-01,NA,243,2877800,"ALB",NA,8.44395023976649e-05,NA
"68","Albania",2020-04-11,NA,416,2877800,"ALB",NA,0.000144554868302175,NA
"69","Albania",2020-04-13,NA,446,2877800,"ALB",NA,0.000154979498227813,NA
"70","Algeria",2020-04-14,NA,1983,43851043,"DZA",NA,4.52212733001585e-05,NA
"71","Algeria",2020-04-12,NA,1825,43851043,"DZA",NA,4.16181662999441e-05,NA
"72","Algeria",2020-04-11,NA,1761,43851043,"DZA",NA,4.01586799201105e-05,NA
"73","Algeria",2020-04-08,NA,1468,43851043,"DZA",NA,3.34769688374345e-05,NA
"74","Algeria",2020-04-15,NA,2070,43851043,"DZA",NA,4.72052625977448e-05,NA
"75","Algeria",2020-03-31,NA,584,43851043,"DZA",NA,1.33178132159821e-05,NA
"76","Algeria",2020-04-13,NA,1914,43851043,"DZA",NA,4.36477645469003e-05,NA
"77","Algeria",2020-04-22,NA,2811,43851043,"DZA",NA,6.41033783392564e-05,NA
"78","Algeria",2020-04-04,NA,1171,43851043,"DZA",NA,2.67040398560189e-05,NA
"79","Algeria",2020-04-02,NA,847,43851043,"DZA",NA,1.9315390058111e-05,NA
"80","Algeria",2020-04-07,NA,1423,43851043,"DZA",NA,3.2450767476614e-05,NA
"81","Algeria",2020-04-17,NA,2268,43851043,"DZA",NA,5.17205485853552e-05,NA
"82","Algeria",2020-04-10,NA,1666,43851043,"DZA",NA,3.79922548250449e-05,NA
"83","Algeria",2020-04-01,NA,716,43851043,"DZA",NA,1.6328003874389e-05,NA
"84","Algeria",2020-04-06,NA,1320,43851043,"DZA",NA,3.01019065840692e-05,NA
"85","Algeria",2020-04-16,NA,2160,43851043,"DZA",NA,4.92576653193859e-05,NA
"86","Algeria",2020-04-18,NA,2418,43851043,"DZA",NA,5.51412197880903e-05,NA
"87","Algeria",2020-04-21,NA,2718,43851043,"DZA",NA,6.19825621935606e-05,NA
"88","Algeria",2020-04-09,NA,1572,43851043,"DZA",NA,3.58486342046642e-05,NA
"89","Algeria",2020-04-05,NA,1251,43851043,"DZA",NA,2.8528397830811e-05,NA
"90","Algeria",2020-04-03,NA,986,43851043,"DZA",NA,2.24852120393123e-05,NA
"91","Algeria",2020-04-19,NA,2535,43851043,"DZA",NA,5.78093433262237e-05,NA
"92","Algeria",2020-04-20,NA,2629,43851043,"DZA",NA,5.99529639466044e-05,NA
"93","Andorra",2020-04-09,NA,564,77265,"AND",NA,0.00729955348476024,NA
"94","Andorra",2020-04-21,NA,717,77265,"AND",NA,0.00927975150456222,NA
"95","Andorra",2020-04-08,NA,545,77265,"AND",NA,0.0070536465411247,NA
"96","Andorra",2020-04-10,NA,583,77265,"AND",NA,0.00754546042839578,NA
"97","Andorra",2020-04-04,NA,439,77265,"AND",NA,0.00568174464505274,NA
"98","Andorra",2020-04-06,NA,501,77265,"AND",NA,0.00648417782954766,NA
"99","Andorra",2020-04-05,NA,466,77265,"AND",NA,0.00603119135442956,NA
"100","Andorra",2020-04-02,NA,390,77265,"AND",NA,0.0050475635798874,NA
"101","Andorra",2020-04-07,NA,526,77265,"AND",NA,0.00680773959748916,NA
"102","Andorra",2020-04-15,NA,659,77265,"AND",NA,0.00852908820293794,NA
"103","Andorra",2020-04-11,NA,601,77265,"AND",NA,0.00777842490131366,NA
"104","Andorra",2020-04-18,NA,696,77265,"AND",NA,0.00900795961949136,NA
"105","Andorra",2020-04-12,NA,622,77265,"AND",NA,0.00805021678638452,NA
"106","Andorra",2020-04-03,NA,428,77265,"AND",NA,0.00553937746715848,NA
"107","Andorra",2020-04-14,NA,646,77265,"AND",NA,0.00836083608360836,NA
"108","Andorra",2020-04-01,NA,376,77265,"AND",NA,0.00486636898984016,NA
"109","Andorra",2020-04-16,NA,673,77265,"AND",NA,0.00871028279298518,NA
"110","Andorra",2020-04-13,NA,638,77265,"AND",NA,0.00825729631786708,NA
"111","Andorra",2020-04-20,NA,713,77265,"AND",NA,0.00922798162169158,NA
"112","Andorra",2020-04-17,NA,682,77265,"AND",NA,0.00882676502944412,NA
"113","Andorra",2020-03-31,NA,370,77265,"AND",NA,0.0047887141655342,NA
"114","Andorra",2020-04-22,NA,717,77265,"AND",NA,0.00927975150456222,NA
"115","Andorra",2020-04-19,NA,704,77265,"AND",NA,0.00911149938523264,NA
"116","Angola",2020-03-31,NA,7,32866268,"AGO",NA,2.12984327882922e-07,NA
"117","Angola",2020-04-17,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"118","Angola",2020-04-14,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"119","Angola",2020-04-03,NA,8,32866268,"AGO",NA,2.43410660437626e-07,NA
"120","Angola",2020-04-06,NA,14,32866268,"AGO",NA,4.25968655765845e-07,NA
"121","Angola",2020-04-01,NA,7,32866268,"AGO",NA,2.12984327882922e-07,NA
"122","Angola",2020-04-18,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"123","Angola",2020-04-19,NA,24,32866268,"AGO",NA,7.30231981312877e-07,NA
"124","Angola",2020-04-20,NA,24,32866268,"AGO",NA,7.30231981312877e-07,NA
"125","Angola",2020-04-22,NA,24,32866268,"AGO",NA,7.30231981312877e-07,NA
"126","Angola",2020-04-08,NA,17,32866268,"AGO",NA,5.17247653429954e-07,NA
"127","Angola",2020-04-05,NA,10,32866268,"AGO",NA,3.04263325547032e-07,NA
"128","Angola",2020-04-15,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"129","Angola",2020-04-16,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"130","Angola",2020-04-02,NA,8,32866268,"AGO",NA,2.43410660437626e-07,NA
"131","Angola",2020-04-12,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"132","Angola",2020-04-07,NA,16,32866268,"AGO",NA,4.86821320875251e-07,NA
"133","Angola",2020-04-11,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"134","Angola",2020-04-21,NA,24,32866268,"AGO",NA,7.30231981312877e-07,NA
"135","Angola",2020-04-09,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"136","Angola",2020-04-13,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"137","Angola",2020-04-04,NA,8,32866268,"AGO",NA,2.43410660437626e-07,NA
"138","Angola",2020-04-10,NA,19,32866268,"AGO",NA,5.78100318539361e-07,NA
"139","Anguilla",2020-04-10,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"140","Anguilla",2020-04-03,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"141","Anguilla",2020-04-13,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"142","Anguilla",2020-04-09,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"143","Anguilla",2020-04-22,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"144","Anguilla",2020-04-04,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"145","Anguilla",2020-04-08,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"146","Anguilla",2020-04-11,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"147","Anguilla",2020-04-01,NA,2,15002,"AIA",NA,0.00013331555792561,NA
"148","Anguilla",2020-03-31,NA,2,15002,"AIA",NA,0.00013331555792561,NA
"149","Anguilla",2020-04-12,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"150","Anguilla",2020-04-21,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"151","Anguilla",2020-04-16,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"152","Anguilla",2020-04-05,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"153","Anguilla",2020-04-02,NA,2,15002,"AIA",NA,0.00013331555792561,NA
"154","Anguilla",2020-04-17,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"155","Anguilla",2020-04-18,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"156","Anguilla",2020-04-15,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"157","Anguilla",2020-04-14,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"158","Anguilla",2020-04-20,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"159","Anguilla",2020-04-19,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"160","Anguilla",2020-04-06,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"161","Anguilla",2020-04-07,NA,3,15002,"AIA",NA,0.000199973336888415,NA
"162","Antigua and Barbuda",2020-04-02,NA,7,97928,"ATG",NA,7.14810881463933e-05,NA
"163","Antigua and Barbuda",2020-04-11,NA,21,97928,"ATG",NA,0.00021444326443918,NA
"164","Antigua and Barbuda",2020-04-06,NA,15,97928,"ATG",NA,0.0001531737603137,NA
"165","Antigua and Barbuda",2020-04-22,NA,24,97928,"ATG",NA,0.00024507801650192,NA
"166","Antigua and Barbuda",2020-04-03,NA,9,97928,"ATG",NA,9.19042561882199e-05,NA
"167","Antigua and Barbuda",2020-04-05,NA,15,97928,"ATG",NA,0.0001531737603137,NA
"168","Antigua and Barbuda",2020-04-10,NA,19,97928,"ATG",NA,0.000194020096397353,NA
"169","Antigua and Barbuda",2020-04-01,NA,7,97928,"ATG",NA,7.14810881463933e-05,NA
"170","Antigua and Barbuda",2020-04-13,NA,21,97928,"ATG",NA,0.00021444326443918,NA
"171","Antigua and Barbuda",2020-04-12,NA,21,97928,"ATG",NA,0.00021444326443918,NA
"172","Antigua and Barbuda",2020-04-21,NA,23,97928,"ATG",NA,0.000234866432481006,NA
"173","Antigua and Barbuda",2020-04-04,NA,15,97928,"ATG",NA,0.0001531737603137,NA
"174","Antigua and Barbuda",2020-04-09,NA,15,97928,"ATG",NA,0.0001531737603137,NA
"175","Antigua and Barbuda",2020-04-07,NA,15,97928,"ATG",NA,0.0001531737603137,NA
"176","Antigua and Barbuda",2020-04-15,NA,23,97928,"ATG",NA,0.000234866432481006,NA
"177","Antigua and Barbuda",2020-04-19,NA,23,97928,"ATG",NA,0.000234866432481006,NA
"178","Antigua and Barbuda",2020-04-14,NA,23,97928,"ATG",NA,0.000234866432481006,NA
"179","Antigua and Barbuda",2020-03-31,NA,7,97928,"ATG",NA,7.14810881463933e-05,NA
"180","Antigua and Barbuda",2020-04-20,NA,23,97928,"ATG",NA,0.000234866432481006,NA
"181","Antigua and Barbuda",2020-04-17,NA,23,97928,"ATG",NA,0.000234866432481006,NA
"182","Antigua and Barbuda",2020-04-18,NA,23,97928,"ATG",NA,0.000234866432481006,NA
"183","Antigua and Barbuda",2020-04-08,NA,15,97928,"ATG",NA,0.0001531737603137,NA
"184","Antigua and Barbuda",2020-04-16,NA,23,97928,"ATG",NA,0.000234866432481006,NA
"185","Argentina",2020-04-14,22805,2272,45195777,"ARG",0.000504582540975012,5.02701834288633e-05,10.037411971831
"186","Argentina",2020-04-01,NA,966,45195777,"ARG",NA,2.13736783416734e-05,NA
"187","Argentina",2020-04-07,NA,1628,45195777,"ARG",NA,3.60210645344144e-05,NA
"188","Argentina",2020-04-02,NA,1133,45195777,"ARG",NA,2.5068713831383e-05,NA
"189","Argentina",2020-04-13,19758,2203,45195777,"ARG",0.000437164737758574,4.87434921187437e-05,8.96867907399001
"190","Argentina",2020-04-03,NA,1133,45195777,"ARG",NA,2.5068713831383e-05,NA
"191","Argentina",2020-03-31,NA,966,45195777,"ARG",NA,2.13736783416734e-05,NA
"192","Argentina",2020-04-06,NA,1554,45195777,"ARG",NA,3.43837434192137e-05,NA
"193","Argentina",2020-04-08,13330,1715,45195777,"ARG",0.00029493906034628,3.79460231428259e-05,7.77259475218659
"194","Argentina",2020-04-04,NA,1265,45195777,"ARG",NA,2.79893406855247e-05,NA
"195","Argentina",2020-04-21,36611,3020,45195777,"ARG",0.000810053558765015,6.68204022689996e-05,12.1228476821192
"196","Argentina",2020-04-22,NA,3132,45195777,"ARG",NA,6.92985099028168e-05,NA
"197","Argentina",2020-04-16,26457,2432,45195777,"ARG",0.000585386550606266,5.38103371914593e-05,10.8787006578947
"198","Argentina",2020-04-20,34568,2930,45195777,"ARG",0.000764850220408867,6.48290657775394e-05,11.79795221843
"199","Argentina",2020-04-15,24374,2432,45195777,"ARG",0.000539298173809469,5.38103371914593e-05,10.0222039473684
"200","Argentina",2020-04-05,NA,1451,45195777,"ARG",NA,3.21047694345425e-05,NA
"201","Argentina",2020-04-12,NA,2137,45195777,"ARG",NA,4.72831786916729e-05,NA
"202","Argentina",2020-04-09,14850,1795,45195777,"ARG",0.000328570521090942,3.97161000241239e-05,8.27298050139276
"203","Argentina",2020-04-17,28650,2560,45195777,"ARG",0.000633908783114847,5.66424602015361e-05,11.19140625
"204","Argentina",2020-04-18,30942,2658,45195777,"ARG",0.000684621485764035,5.88108043811261e-05,11.6410835214447
"205","Argentina",2020-04-19,32712,2828,45195777,"ARG",0.000723784436762753,6.25722177538844e-05,11.5671852899576
"206","Argentina",2020-04-11,18027,1975,45195777,"ARG",0.000398864699239489,4.36987730070444e-05,9.12759493670886
"207","Argentina",2020-04-10,16379,1894,45195777,"ARG",0.00036240111548475,4.19065701647302e-05,8.64783526927138
"208","Armenia",2020-04-15,NA,1111,2963234,"ARM",NA,0.00037492820344259,NA
"209","Armenia",2020-04-14,NA,1039,2963234,"ARM",NA,0.000350630426081774,NA
"210","Armenia",2020-04-13,NA,1013,2963234,"ARM",NA,0.00034185622870148,NA
"211","Armenia",2020-04-10,NA,921,2963234,"ARM",NA,0.000310809068740437,NA
"212","Armenia",2020-04-20,NA,1339,2963234,"ARM",NA,0.000451871165085174,NA
"213","Armenia",2020-04-16,NA,1159,2963234,"ARM",NA,0.000391126721683134,NA
"214","Armenia",2020-04-17,NA,1201,2963234,"ARM",NA,0.00040530042514361,NA
"215","Armenia",2020-04-11,NA,937,2963234,"ARM",NA,0.000316208574820618,NA
"216","Armenia",2020-04-09,NA,881,2963234,"ARM",NA,0.000297310303539984,NA
"217","Armenia",2020-04-22,NA,1473,2963234,"ARM",NA,0.000497092028506692,NA
"218","Armenia",2020-04-18,NA,1248,2963234,"ARM",NA,0.000421161474254143,NA
"219","Armenia",2020-04-01,NA,532,2963234,"ARM",NA,0.000179533577166029,NA
"220","Armenia",2020-04-12,NA,967,2963234,"ARM",NA,0.000326332648720958,NA
"221","Armenia",2020-04-06,NA,822,2963234,"ARM",NA,0.000277399624869315,NA
"222","Armenia",2020-04-07,NA,833,2963234,"ARM",NA,0.00028111178529944,NA
"223","Armenia",2020-04-19,NA,1291,2963234,"ARM",NA,0.00043567264684463,NA
"224","Armenia",2020-04-08,NA,853,2963234,"ARM",NA,0.000287861167899666,NA
"225","Armenia",2020-04-21,NA,1401,2963234,"ARM",NA,0.000472794251145876,NA
"226","Armenia",2020-04-02,NA,571,2963234,"ARM",NA,0.000192694873236471,NA
"227","Armenia",2020-03-31,NA,482,2963234,"ARM",NA,0.000162660120665462,NA
"228","Armenia",2020-04-05,NA,770,2963234,"ARM",NA,0.000259851230108726,NA
"229","Armenia",2020-04-04,NA,736,2963234,"ARM",NA,0.000248377279688341,NA
"230","Armenia",2020-04-03,NA,663,2963234,"ARM",NA,0.000223742033197513,NA
"231","Aruba",2020-04-08,NA,74,106766,"ABW",NA,0.000693104546391173,NA
"232","Aruba",2020-04-16,NA,93,106766,"ABW",NA,0.000871063821815934,NA
"233","Aruba",2020-04-13,NA,92,106766,"ABW",NA,0.000861697544161999,NA
"234","Aruba",2020-04-01,NA,55,106766,"ABW",NA,0.000515145270966413,NA
"235","Aruba",2020-04-06,NA,64,106766,"ABW",NA,0.000599441769851825,NA
"236","Aruba",2020-04-15,NA,92,106766,"ABW",NA,0.000861697544161999,NA
"237","Aruba",2020-04-14,NA,92,106766,"ABW",NA,0.000861697544161999,NA
"238","Aruba",2020-04-05,NA,64,106766,"ABW",NA,0.000599441769851825,NA
"239","Aruba",2020-04-17,NA,95,106766,"ABW",NA,0.000889796377123803,NA
"240","Aruba",2020-04-11,NA,86,106766,"ABW",NA,0.000805499878238391,NA
"241","Aruba",2020-04-07,NA,71,106766,"ABW",NA,0.000665005713429369,NA
"242","Aruba",2020-04-12,NA,92,106766,"ABW",NA,0.000861697544161999,NA
"243","Aruba",2020-04-22,NA,97,106766,"ABW",NA,0.000908528932431673,NA
"244","Aruba",2020-04-19,NA,96,106766,"ABW",NA,0.000899162654777738,NA
"245","Aruba",2020-04-21,NA,97,106766,"ABW",NA,0.000908528932431673,NA
"246","Aruba",2020-04-04,NA,62,106766,"ABW",NA,0.000580709214543956,NA
"247","Aruba",2020-04-03,NA,60,106766,"ABW",NA,0.000561976659236086,NA
"248","Aruba",2020-04-02,NA,55,106766,"ABW",NA,0.000515145270966413,NA
"249","Aruba",2020-04-09,NA,77,106766,"ABW",NA,0.000721203379352978,NA
"250","Aruba",2020-04-20,NA,97,106766,"ABW",NA,0.000908528932431673,NA
"251","Aruba",2020-04-10,NA,82,106766,"ABW",NA,0.000768034767622651,NA
"252","Aruba",2020-04-18,NA,96,106766,"ABW",NA,0.000899162654777738,NA
"253","Asia",2020-04-20,NA,382116,4641054786,"",NA,8.23338696954568e-05,NA
"254","Asia",2020-04-21,NA,394883,4641054786,"",NA,8.50847529727911e-05,NA
"255","Asia",2020-04-17,NA,345679,4641054786,"",NA,7.44828527003732e-05,NA
"256","Asia",2020-04-13,NA,298269,4641054786,"",NA,6.42675024866642e-05,NA
"257","Asia",2020-04-16,NA,332689,4641054786,"",NA,7.16839200010254e-05,NA
"258","Asia",2020-04-18,NA,357507,4641054786,"",NA,7.70314112814268e-05,NA
"259","Asia",2020-04-19,NA,369805,4641054786,"",NA,7.96812399447508e-05,NA
"260","Asia",2020-04-10,NA,262614,4641054786,"",NA,5.65849816710179e-05,NA
"261","Asia",2020-04-06,NA,223925,4641054786,"",NA,4.82487301540767e-05,NA
"262","Asia",2020-04-09,NA,252436,4641054786,"",NA,5.43919457192118e-05,NA
"263","Asia",2020-04-12,NA,286746,4641054786,"",NA,6.17846617249564e-05,NA
"264","Asia",2020-04-05,NA,213719,4641054786,"",NA,4.60496610909863e-05,NA
"265","Asia",2020-04-11,NA,273665,4641054786,"",NA,5.8966121413935e-05,NA
"266","Asia",2020-04-03,NA,195087,4641054786,"",NA,4.20350564678725e-05,NA
"267","Asia",2020-04-02,NA,186211,4641054786,"",NA,4.01225601907816e-05,NA
"268","Asia",2020-04-04,NA,201388,4641054786,"",NA,4.33927219750773e-05,NA
"269","Asia",2020-04-07,NA,233291,4641054786,"",NA,5.02668058786411e-05,NA
"270","Asia",2020-04-08,NA,242914,4641054786,"",NA,5.2340256946064e-05,NA
"271","Asia",2020-04-14,NA,310029,4641054786,"",NA,6.68014092260276e-05,NA
"272","Asia",2020-04-01,NA,177797,4641054786,"",NA,3.83096102498799e-05,NA
"273","Asia",2020-03-31,NA,170010,4641054786,"",NA,3.66317589080923e-05,NA
"274","Asia",2020-04-22,NA,409597,4641054786,"",NA,8.82551529526374e-05,NA
"275","Asia",2020-04-15,NA,321271,4641054786,"",NA,6.92237034066333e-05,NA
"276","Australia",2020-04-14,366493,6366,25499881,"AUS",0.0143723415807313,0.000249648223848574,57.5703738611373
"277","Australia",2020-04-11,350704,6238,25499881,"AUS",0.0137531622206394,0.000244628592580491,56.2205835203591
"278","Australia",2020-04-13,362136,6322,25499881,"AUS",0.0142014780382701,0.00024792272560017,57.2818728250554
"279","Australia",2020-04-15,371377,6416,25499881,"AUS",0.0145638718863041,0.000251609017312669,57.8829488778055
"280","Australia",2020-04-17,391530,6497,25499881,"AUS",0.0153541892999422,0.000254785502724503,60.2631983992612
"281","Australia",2020-04-10,338346,6152,25499881,"AUS",0.0132685325080537,0.000241256027822247,54.9977243172952
"282","Australia",2020-04-08,319874,5956,25499881,"AUS",0.0125441369706784,0.000233569717442995,53.7061786433848
"283","Australia",2020-04-01,256788,4707,25499881,"AUS",0.0100701646411605,0.000184589096709902,54.5544933078394
"284","Australia",2020-03-31,243079,4557,25499881,"AUS",0.00953255428917492,0.000178706716317617,53.3418915953478
"285","Australia",2020-04-12,353941,6289,25499881,"AUS",0.0138801039895049,0.000246628601913868,56.2793766894578
"286","Australia",2020-04-09,330134,6052,25499881,"AUS",0.0129464917895107,0.000237334440894057,54.5495703899537
"287","Australia",2020-04-05,293196,5687,25499881,"AUS",0.0114979360099759,0.000223020648606164,51.555477404607
"288","Australia",2020-04-21,439842,6625,25499881,"AUS",0.0172487863766894,0.000259805133992586,66.3912452830189
"289","Australia",2020-04-16,380003,6458,25499881,"AUS",0.0149021479747298,0.000253256083822509,58.8422112109012
"290","Australia",2020-04-07,308593,5844,25499881,"AUS",0.0121017427493093,0.000229177540083422,52.805099247091
"291","Australia",2020-04-18,406510,6533,25499881,"AUS",0.0159416430217851,0.000256197274018651,62.2240930659728
"292","Australia",2020-04-04,285477,5548,25499881,"AUS",0.0111952287149889,0.00021756964277598,51.4558399423216
"293","Australia",2020-04-20,431745,6612,25499881,"AUS",0.0169312554831138,0.000259295327691921,65.2971869328494
"294","Australia",2020-04-22,NA,6647,25499881,"AUS",NA,0.000260667883116788,NA
"295","Australia",2020-04-06,302068,5744,25499881,"AUS",0.0118458592022449,0.000225255953155232,52.5884401114206
"296","Australia",2020-04-02,266786,4976,25499881,"AUS",0.0104622449022409,0.000195138165546733,53.6145498392283
"297","Australia",2020-04-19,420996,6586,25499881,"AUS",0.0165097241042027,0.000258275715090592,63.9228666869116
"298","Australia",2020-04-03,277004,5224,25499881,"AUS",0.0108629526545634,0.000204863701128644,53.0252679938744
"299","Austria",2020-04-09,126287,12969,9006400,"AUT",0.0140219177473796,0.00143997601705454,9.73760505821575
"300","Austria",2020-04-08,120755,12640,9006400,"AUT",0.0134076878664061,0.00140344643808847,9.55340189873418
