"","Date","Entity","Code","Total.confirmed.deaths..deaths.","Total.confirmed.cases..cases.","PopTotal","PerCapita.Death","PerCapita.Infection","Death.Rate"
"701",NA,"Asia","",0,44,4641054786,0,9.48060344659762e-09,0
"702",NA,"Asia","",1018,42894,4641054786,2.19346688832645e-07,9.24229555087178e-06,0.0237329230195365
"703",NA,"Asia","",724,34800,4641054786,1.55999020348561e-07,7.49829545321812e-06,0.0208045977011494
"704",NA,"Asia","",910,40399,4641054786,1.96076116736451e-07,8.70470224179767e-06,0.0225253100324265
"705",NA,"Asia","",15404,409597,4641054786,3.31907307934977e-06,8.82551529526374e-05,0.0376076973220019
"706",NA,"Asia","",4551,112856,4641054786,9.80596051942404e-07,2.43168859674823e-05,0.0403257248174665
"707",NA,"Asia","",14708,382116,4641054786,3.16910717028541e-06,8.23338696954568e-05,0.0384909294559767
"708",NA,"Asia","",2613,78402,4641054786,5.63018563771809e-07,1.68931425322761e-05,0.0333282314226678
"709",NA,"Asia","",0,27,4641054786,0,5.81764302404854e-09,0
"710",NA,"Asia","",1383,64240,4641054786,2.97992603787375e-07,1.38416810320325e-05,0.0215286425902864
"711",NA,"Asia","",4384,110748,4641054786,9.44612852497363e-07,2.38626788750862e-05,0.0395853649727309
"712",NA,"Asia","",565,28195,4641054786,1.21739566984719e-07,6.07512759492773e-06,0.0200390140095762
"713",NA,"Asia","",1370,60074,4641054786,2.95191516405426e-07,1.29440402602479e-05,0.0228052069114758
"714",NA,"Asia","",4222,108803,4641054786,9.09706994353072e-07,2.34435931090946e-05,0.0388040770934625
"715",NA,"Asia","",638,31367,4641054786,1.37468749975666e-07,6.75859291612336e-06,0.0203398476105461
"716",NA,"Asia","",1,60,4641054786,2.15468260149946e-10,1.29280956089968e-08,0.0166666666666667
"717",NA,"Asia","",3204,91394,4641054786,6.90360305520427e-07,1.96925061681442e-05,0.0350570059303674
"718",NA,"Asia","",813,37418,4641054786,1.75175695501906e-07,8.06239135829068e-06,0.0217275108236678
"719",NA,"Asia","",213,9793,4641054786,4.58947394119385e-08,2.11008067164842e-06,0.0217502297559481
"720",NA,"Asia","",1526,66798,4641054786,3.28804564988818e-07,1.43928488414961e-05,0.0228449953591425
"721",NA,"Asia","",14331,369805,4641054786,3.08787563620888e-06,7.96812399447508e-05,0.0387528562350428
"722",NA,"Asia","",170,7799,4641054786,3.66296042254908e-08,1.68043696090943e-06,0.021797666367483
"723",NA,"Asia","",0,27,4641054786,0,5.81764302404854e-09,0
"724",NA,"Asia","",4072,106980,4641054786,8.7738675533058e-07,2.30507944708412e-05,0.0380631893811927
"725",NA,"Asia","",6889,170010,4641054786,1.48436084417298e-06,3.66317589080923e-05,0.0405211458149521
"726",NA,"Asia","",3937,105037,4641054786,8.48298540210337e-07,2.26321396413699e-05,0.0374820301417596
"727",NA,"Asia","",7124,177797,4641054786,1.53499588530822e-06,3.83096102498799e-05,0.0400681676293751
"728",NA,"Asia","",1,60,4641054786,2.15468260149946e-10,1.29280956089968e-08,0.0166666666666667
"729",NA,"Asia","",14022,357507,4641054786,3.02129594382254e-06,7.70314112814268e-05,0.0392216096468041
"730",NA,"Asia","",7402,186211,4641054786,1.5948960616299e-06,4.01225601907816e-05,0.0397506054959159
"731",NA,"Asia","",132,6047,4641054786,2.84418103397929e-08,1.30293656912672e-06,0.0218290061187366
"732",NA,"Asia","",106,4572,4641054786,2.28396355758943e-08,9.85120885405553e-07,0.0231846019247594
"733",NA,"Asia","",259,11903,4641054786,5.5806279378836e-08,2.56471870056481e-06,0.021759220364614
"734",NA,"Asia","",3534,98403,4641054786,7.61464831369909e-07,2.12027232035351e-05,0.0359135392213652
"735",NA,"Asia","",3622,100036,4641054786,7.80426038263104e-07,2.155458287236e-05,0.0362069654924227
"736",NA,"Asia","",2458,77989,4641054786,5.29620983448567e-07,1.68041541408341e-05,0.0315172652553565
"737",NA,"Asia","",493,24456,4641054786,1.06225852253923e-07,5.26949177022708e-06,0.0201586522734707
"738",NA,"Asia","",2244,75996,4641054786,4.83510775776479e-07,1.63747258983553e-05,0.0295278698878888
"739",NA,"Asia","",0,59,4641054786,0,1.27126273488468e-08,0
"740",NA,"Asia","",12027,332689,4641054786,2.5914367648234e-06,7.16839200010254e-05,0.0361508796503642
"741",NA,"Asia","",13658,345679,4641054786,2.94286549712796e-06,7.44828527003732e-05,0.0395106442682373
"742",NA,"Asia","",1,59,4641054786,2.15468260149946e-10,1.27126273488468e-08,0.0169491525423729
"743",NA,"Asia","",41,1344,4641054786,8.83419866614779e-09,2.89589341641527e-07,0.0305059523809524
"744",NA,"Asia","",2,61,4641054786,4.30936520299892e-10,1.31435638691467e-08,0.0327868852459016
"745",NA,"Asia","",2688,79077,4641054786,5.79178683283055e-07,1.70385836078773e-05,0.033992184832505
"746",NA,"Asia","",5607,130855,4641054786,1.20813053466075e-06,2.81950991819212e-05,0.0428489549501356
"747",NA,"Asia","",5800,135470,4641054786,1.24971590886969e-06,2.91894852025132e-05,0.0428139071381118
"748",NA,"Asia","",1668,68826,4641054786,3.5940105793011e-07,1.48298184730802e-05,0.0242350274605527
"749",NA,"Asia","",3710,101409,4641054786,7.993872451563e-07,2.18504207935459e-05,0.0365845240560503
"750",NA,"Asia","",2356,77044,4641054786,5.07643220913273e-07,1.66005366349924e-05,0.0305799283526297
"751",NA,"Asia","",3826,103230,4641054786,8.24381563333693e-07,2.22427884952789e-05,0.0370628693209338
"752",NA,"Asia","",6670,162410,4641054786,1.43717329520014e-06,3.49942001309527e-05,0.0410688996982944
"753",NA,"Asia","",1872,72788,4641054786,4.03356583000699e-07,1.56835037197943e-05,0.0257185250315986
"754",NA,"Asia","",1,59,4641054786,2.15468260149946e-10,1.27126273488468e-08,0.0169491525423729
"755",NA,"Asia","",11298,310029,4641054786,2.43436040317409e-06,6.68014092260276e-05,0.0364417522231791
"756",NA,"Asia","",3101,88784,4641054786,6.68167074724983e-07,1.91301340091528e-05,0.0349274644080014
"757",NA,"Asia","",56,2013,4641054786,1.2066222568397e-08,4.33737607681841e-07,0.027819175360159
"758",NA,"Asia","",81,2807,4641054786,1.74529290721456e-08,6.04819406240898e-07,0.0288564303526897
"759",NA,"Asia","",2,61,4641054786,4.30936520299892e-10,1.31435638691467e-08,0.0327868852459016
"760",NA,"Asia","",0,59,4641054786,0,1.27126273488468e-08,0
"761",NA,"Asia","",305,14507,4641054786,6.57178193457335e-08,3.12579804999527e-06,0.0210243330805818
"762",NA,"Asia","",362,17321,4641054786,7.79995101742804e-08,3.73212573405721e-06,0.0208994861728538
"763",NA,"Asia","",0,27,4641054786,0,5.81764302404854e-09,0
"764",NA,"Asia","",2125,75017,4641054786,4.57870052818635e-07,1.61637824716685e-05,0.0283269125664849
"765",NA,"Asia","",427,20561,4641054786,9.20049470840269e-08,4.43024289694304e-06,0.0207674723992024
"766",NA,"Asia","",10182,273665,4641054786,2.19389782484675e-06,5.8966121413935e-05,0.0372060731185939
"767",NA,"Asia","",3150,90037,4641054786,6.7872501947233e-07,1.94001157391207e-05,0.0349856170241123
"768",NA,"Asia","",11687,321271,4641054786,2.51817755637242e-06,6.92237034066333e-05,0.036377388559814
"769",NA,"Asia","",3049,87270,4641054786,6.56962725197185e-07,1.88039150632858e-05,0.0349375501317749
"770",NA,"Asia","",10956,298269,4641054786,2.36067025820281e-06,6.42675024866642e-05,0.0367319433129155
"771",NA,"Asia","",7697,195087,4641054786,1.65845919837413e-06,4.20350564678725e-05,0.0394541922321836
"772",NA,"Asia","",2011,74564,4641054786,4.33306671161541e-07,1.60661753498206e-05,0.0269701196287753
"773",NA,"Asia","",2746,79833,4641054786,5.91675842371752e-07,1.72014776125506e-05,0.034396803326945
"774",NA,"Asia","",0,59,4641054786,0,1.27126273488468e-08,0
"775",NA,"Asia","",0,59,4641054786,0,1.27126273488468e-08,0
"776",NA,"Asia","",10568,286746,4641054786,2.27706857326463e-06,6.17846617249564e-05,0.0368549168950918
"777",NA,"Asia","",2999,85997,4641054786,6.46189312189688e-07,1.85296239681149e-05,0.0348733095340535
"778",NA,"Asia","",1774,70892,4641054786,3.82240693506004e-07,1.527497589855e-05,0.0250239801388027
"779",NA,"Asia","",6244,147900,4641054786,1.34538381637626e-06,3.1867755676177e-05,0.0422177146720757
"780",NA,"Asia","",26,896,4641054786,5.6021747638986e-09,1.93059561094352e-07,0.0290178571428571
"781",NA,"Asia","",17,533,4641054786,3.66296042254908e-09,1.14844582659921e-07,0.0318949343339587
"782",NA,"Asia","",6041,140851,4641054786,1.30164375956582e-06,3.034891991038e-05,0.0428892943607074
"783",NA,"Asia","",17,630,4641054786,3.66296042254908e-09,1.35745003894466e-07,0.026984126984127
"784",NA,"Asia","",2834,81739,4641054786,6.10637049264947e-07,1.76121601163964e-05,0.0346713319223382
"785",NA,"Asia","",2,83,4641054786,4.30936520299892e-10,1.78838655924455e-08,0.0240963855421687
"786",NA,"Asia","",0,59,4641054786,0,1.27126273488468e-08,0
"787",NA,"Asia","",2782,80819,4641054786,5.9943269973715e-07,1.74139293170585e-05,0.0344225986463579
"788",NA,"Asia","",9502,252436,4641054786,2.04737940794479e-06,5.43919457192118e-05,0.0376412239141802
"789",NA,"Asia","",6470,155312,4641054786,1.39407964317015e-06,3.34648064204084e-05,0.0416580817966416
"790",NA,"Asia","",7847,201388,4641054786,1.69077943739663e-06,4.33927219750773e-05,0.0389645857747234
"791",NA,"Asia","",9853,262614,4641054786,2.12300876725742e-06,5.65849816710179e-05,0.037518944153777
"792",NA,"Asia","",2940,84669,4641054786,6.33476684840841e-07,1.82434821186358e-05,0.0347234525032775
"793",NA,"Asia","",2,66,4641054786,4.30936520299892e-10,1.42209051698964e-08,0.0303030303030303
"794",NA,"Asia","",6,391,4641054786,1.29280956089968e-09,8.42480897186289e-08,0.0153452685421995
"795",NA,"Asia","",2892,83264,4641054786,6.23134208353644e-07,1.79407492131251e-05,0.0347328977709454
"796",NA,"Asia","",8291,213719,4641054786,1.7864473449032e-06,4.60496610909863e-05,0.0387939303477931
"797",NA,"Asia","",8898,233291,4641054786,1.91723657881422e-06,5.02668058786411e-05,0.0381412056187337
"798",NA,"Asia","",3,239,4641054786,6.46404780449838e-10,5.14969141758371e-08,0.0125523012552301
"799",NA,"Asia","",9214,242914,4641054786,1.9853245490216e-06,5.2340256946064e-05,0.0379311196555159
"800",NA,"Asia","",8619,223925,4641054786,1.85712093423238e-06,4.82487301540767e-05,0.0384905660377358
"801",NA,"Asia","",0,59,4641054786,0,1.27126273488468e-08,0
"802",NA,"Asia","",3,219,4641054786,6.46404780449838e-10,4.71875489728382e-08,0.0136986301369863
"803",NA,"Australia","AUS",1,29,25499881,3.92158692818998e-08,1.13726020917509e-06,0.0344827586206897
"804",NA,"Australia","AUS",16,4093,25499881,6.27453908510397e-07,0.000160510552970816,0.00390911311996091
"805",NA,"Australia","AUS",14,3809,25499881,5.49022169946597e-07,0.000149373246094756,0.00367550538199002
"806",NA,"Australia","AUS",0,0,25499881,0,0,NA
"807",NA,"Australia","AUS",1,26,25499881,3.92158692818998e-08,1.01961260132939e-06,0.0384615384615385
"808",NA,"Australia","AUS",50,6052,25499881,1.96079346409499e-06,0.000237334440894057,0.00826173165895572
"809",NA,"Australia","AUS",0,4,25499881,0,1.56863477127599e-07,0
"810",NA,"Australia","AUS",0,1,25499881,0,3.92158692818998e-08,0
"811",NA,"Australia","AUS",13,3166,25499881,5.09806300664697e-07,0.000124157442146495,0.00410612760581175
"812",NA,"Australia","AUS",0,0,25499881,0,0,NA
"813",NA,"Australia","AUS",52,6152,25499881,2.03922520265879e-06,0.000241256027822247,0.00845253576072822
"814",NA,"Australia","AUS",0,0,25499881,0,0,NA
"815",NA,"Australia","AUS",0,23,25499881,0,9.01964993483695e-07,0
"816",NA,"Australia","AUS",0,22,25499881,0,8.62749124201795e-07,0
"817",NA,"Australia","AUS",0,0,25499881,0,0,NA
"818",NA,"Australia","AUS",42,5844,25499881,1.64706650983979e-06,0.000229177540083422,0.00718685831622177
"819",NA,"Australia","AUS",0,0,25499881,0,0,NA
"820",NA,"Australia","AUS",11,2799,25499881,4.31374562100898e-07,0.000109765218120037,0.00392997499106824
"821",NA,"Australia","AUS",1,33,25499881,3.92158692818998e-08,1.29412368630269e-06,0.0303030303030303
"822",NA,"Australia","AUS",34,5687,25499881,1.33333955558459e-06,0.000223020648606164,0.00597854756462107
"823",NA,"Australia","AUS",0,23,25499881,0,9.01964993483695e-07,0
"824",NA,"Australia","AUS",0,25,25499881,0,9.80396732047495e-07,0
"825",NA,"Australia","AUS",30,5548,25499881,1.17647607845699e-06,0.00021756964277598,0.00540735400144196
"826",NA,"Australia","AUS",0,15,25499881,0,5.88238039228497e-07,0
"827",NA,"Australia","AUS",1,41,25499881,3.92158692818998e-08,1.60785064055789e-06,0.024390243902439
"828",NA,"Australia","AUS",0,0,25499881,0,0,NA
"829",NA,"Australia","AUS",0,22,25499881,0,8.62749124201795e-07,0
"830",NA,"Australia","AUS",0,0,25499881,0,0,NA
"831",NA,"Australia","AUS",0,0,25499881,0,0,NA
"832",NA,"Australia","AUS",0,0,25499881,0,0,NA
"833",NA,"Australia","AUS",0,0,25499881,0,0,NA
"834",NA,"Australia","AUS",61,6416,25499881,2.39216802619589e-06,0.000251609017312669,0.0095074812967581
"835",NA,"Australia","AUS",3,112,25499881,1.17647607845699e-07,4.39217735957278e-06,0.0267857142857143
"836",NA,"Australia","AUS",8,2423,25499881,3.13726954255198e-07,9.50200512700432e-05,0.00330169211721007
"837",NA,"Australia","AUS",45,5956,25499881,1.76471411768549e-06,0.000233569717442995,0.00755540631296172
"838",NA,"Australia","AUS",3,126,25499881,1.17647607845699e-07,4.94119952951937e-06,0.0238095238095238
"839",NA,"Australia","AUS",3,156,25499881,1.17647607845699e-07,6.11767560797637e-06,0.0192307692307692
"840",NA,"Australia","AUS",13,3378,25499881,5.09806300664697e-07,0.000132471206434257,0.00384843102427472
"841",NA,"Australia","AUS",36,5744,25499881,1.41177129414839e-06,0.000225255953155232,0.00626740947075209
"842",NA,"Australia","AUS",0,15,25499881,0,5.88238039228497e-07,0
"843",NA,"Australia","AUS",0,0,25499881,0,0,NA
"844",NA,"Australia","AUS",3,100,25499881,1.17647607845699e-07,3.92158692818998e-06,0.03
"845",NA,"Australia","AUS",2,52,25499881,7.84317385637996e-08,2.03922520265879e-06,0.0384615384615385
"846",NA,"Australia","AUS",0,21,25499881,0,8.23533254919896e-07,0
"847",NA,"Australia","AUS",57,6289,25499881,2.23530454906829e-06,0.000246628601913868,0.00906344410876133
"848",NA,"Australia","AUS",7,1823,25499881,2.74511084973299e-07,7.14905297009033e-05,0.00383982446516731
"849",NA,"Australia","AUS",0,22,25499881,0,8.62749124201795e-07,0
"850",NA,"Australia","AUS",0,9,25499881,0,3.52942823537098e-07,0
"851",NA,"Australia","AUS",0,0,25499881,0,0,NA
"852",NA,"Australia","AUS",0,14,25499881,0,5.49022169946597e-07,0
"853",NA,"Australia","AUS",0,14,25499881,0,5.49022169946597e-07,0
"854",NA,"Australia","AUS",0,15,25499881,0,5.88238039228497e-07,0
"855",NA,"Australia","AUS",0,15,25499881,0,5.88238039228497e-07,0
"856",NA,"Australia","AUS",0,15,25499881,0,5.88238039228497e-07,0
"857",NA,"Australia","AUS",0,0,25499881,0,0,NA
"858",NA,"Australia","AUS",23,5224,25499881,9.01964993483695e-07,0.000204863701128644,0.00440275650842266
"859",NA,"Australia","AUS",61,6366,25499881,2.39216802619589e-06,0.000249648223848574,0.00958215519949733
"860",NA,"Australia","AUS",61,6322,25499881,2.39216802619589e-06,0.00024792272560017,0.00964884530211958
"861",NA,"Australia","AUS",21,4976,25499881,8.23533254919896e-07,0.000195138165546733,0.00422025723472669
"862",NA,"Australia","AUS",0,7,25499881,0,2.74511084973299e-07,0
"863",NA,"Australia","AUS",0,0,25499881,0,0,NA
"864",NA,"Australia","AUS",0,22,25499881,0,8.62749124201795e-07,0
"865",NA,"Australia","AUS",0,11,25499881,0,4.31374562100898e-07,0
"866",NA,"Australia","AUS",0,11,25499881,0,4.31374562100898e-07,0
"867",NA,"Australia","AUS",0,15,25499881,0,5.88238039228497e-07,0
"868",NA,"Australia","AUS",54,6238,25499881,2.11765694122259e-06,0.000244628592580491,0.00865662071176659
"869",NA,"Australia","AUS",2,59,25499881,7.84317385637996e-08,2.31373628763209e-06,0.0338983050847458
"870",NA,"Australia","AUS",19,4557,25499881,7.45101516356096e-07,0.000178706716317617,0.00416940969936362
"871",NA,"Australia","AUS",0,17,25499881,0,6.66669777792296e-07,0
"872",NA,"Australia","AUS",3,74,25499881,1.17647607845699e-07,2.90197432686058e-06,0.0405405405405405
"873",NA,"Australia","AUS",6,709,25499881,2.35295215691399e-07,2.78040513208669e-05,0.00846262341325811
"874",NA,"Australia","AUS",0,4,25499881,0,1.56863477127599e-07,0
"875",NA,"Australia","AUS",0,0,25499881,0,0,NA
"876",NA,"Australia","AUS",0,6,25499881,0,2.35295215691399e-07,0
"877",NA,"Australia","AUS",63,6458,25499881,2.47059976475969e-06,0.000253256083822509,0.0097553422112109
"878",NA,"Australia","AUS",0,0,25499881,0,0,NA
"879",NA,"Australia","AUS",0,14,25499881,0,5.49022169946597e-07,0
"880",NA,"Australia","AUS",67,6533,25499881,2.62746324188729e-06,0.000256197274018651,0.0102556252870044
"881",NA,"Australia","AUS",3,197,25499881,1.17647607845699e-07,7.72552624853426e-06,0.0152284263959391
"882",NA,"Australia","AUS",3,249,25499881,1.17647607845699e-07,9.76475145119305e-06,0.0120481927710843
"883",NA,"Australia","AUS",0,4,25499881,0,1.56863477127599e-07,0
"884",NA,"Australia","AUS",3,80,25499881,1.17647607845699e-07,3.13726954255198e-06,0.0375
"885",NA,"Australia","AUS",0,0,25499881,0,0,NA
"886",NA,"Australia","AUS",0,15,25499881,0,5.88238039228497e-07,0
"887",NA,"Australia","AUS",0,4,25499881,0,1.56863477127599e-07,0
"888",NA,"Australia","AUS",0,0,25499881,0,0,NA
"889",NA,"Australia","AUS",0,0,25499881,0,0,NA
"890",NA,"Australia","AUS",0,0,25499881,0,0,NA
"891",NA,"Australia","AUS",0,0,25499881,0,0,NA
"892",NA,"Australia","AUS",63,6497,25499881,2.47059976475969e-06,0.000254785502724503,0.0096967831306757
"893",NA,"Australia","AUS",20,4707,25499881,7.84317385637996e-07,0.000184589096709902,0.00424899086466964
"894",NA,"Australia","AUS",6,565,25499881,2.35295215691399e-07,2.21569661442734e-05,0.0106194690265487
"895",NA,"Australia","AUS",0,0,25499881,0,0,NA
"896",NA,"Australia","AUS",5,298,25499881,1.96079346409499e-07,1.16863290460061e-05,0.0167785234899329
"897",NA,"Australia","AUS",0,12,25499881,0,4.70590431382797e-07,0
"898",NA,"Australia","AUS",7,1709,25499881,2.74511084973299e-07,6.70199206027667e-05,0.00409596255119953
"899",NA,"Australia","AUS",7,1098,25499881,2.74511084973299e-07,4.3059024471526e-05,0.0063752276867031
"900",NA,"Australia","AUS",2,63,25499881,7.84317385637996e-08,2.47059976475969e-06,0.0317460317460317
"901",NA,"Australia","AUS",0,14,25499881,0,5.49022169946597e-07,0
"902",NA,"Australia","AUS",70,6612,25499881,2.74511084973299e-06,0.000259295327691921,0.0105868118572293
"903",NA,"Australia","AUS",5,375,25499881,1.96079346409499e-07,1.47059509807124e-05,0.0133333333333333
"904",NA,"Australia","AUS",0,14,25499881,0,5.49022169946597e-07,0
"905",NA,"Australia","AUS",69,6586,25499881,2.70589498045109e-06,0.000258275715090592,0.0104767689037352
"906",NA,"Australia","AUS",0,11,25499881,0,4.31374562100898e-07,0
"907",NA,"Australia","AUS",0,13,25499881,0,5.09806300664697e-07,0
"908",NA,"Australia","AUS",5,454,25499881,1.96079346409499e-07,1.78040046539825e-05,0.0110132158590308
"909",NA,"Australia","AUS",0,0,25499881,0,0,NA
"910",NA,"Australia","AUS",0,14,25499881,0,5.49022169946597e-07,0
"911",NA,"Australia","AUS",0,14,25499881,0,5.49022169946597e-07,0
"912",NA,"Australia","AUS",7,874,25499881,2.74511084973299e-07,3.42746697523804e-05,0.0080091533180778
"913",NA,"Australia","AUS",0,0,25499881,0,0,NA
"914",NA,"Australia","AUS",0,0,25499881,0,0,NA
"915",NA,"Australia","AUS",74,6647,25499881,2.90197432686058e-06,0.000260667883116788,0.0111328418835565
"916",NA,"Australia","AUS",71,6625,25499881,2.78432671901488e-06,0.000259805133992586,0.0107169811320755
"917",NA,"Austria","AUT",0,0,9006400,0,0,NA
"918",NA,"Austria","AUT",146,10711,9006400,1.62106946171611e-05,0.0011892654112631,0.0136308467930165
"919",NA,"Austria","AUT",158,11129,9006400,1.75430804761059e-05,0.00123567685201634,0.0141971426004133
"920",NA,"Austria","AUT",108,9618,9006400,1.19914727305028e-05,0.00106790726594422,0.0112289457267623
"921",NA,"Austria","AUT",393,14370,9006400,4.36356368804406e-05,0.00159553206608634,0.027348643006263
"922",NA,"Austria","AUT",0,0,9006400,0,0,NA
"923",NA,"Austria","AUT",0,0,9006400,0,0,NA
"924",NA,"Austria","AUT",0,0,9006400,0,0,NA
"925",NA,"Austria","AUT",0,0,9006400,0,0,NA
"926",NA,"Austria","AUT",168,11525,9006400,1.86534020252265e-05,0.00127964558536152,0.0145770065075922
"927",NA,"Austria","AUT",0,0,9006400,0,0,NA
"928",NA,"Austria","AUT",273,12969,9006400,3.03117782909931e-05,0.00143997601705454,0.0210501966227157
"929",NA,"Austria","AUT",0,29,9006400,0,3.21993249244981e-06,0
"930",NA,"Austria","AUT",368,14043,9006400,4.0859833007639e-05,0.00155922455143009,0.0262052268033896
"931",NA,"Austria","AUT",0,0,9006400,0,0,NA
"932",NA,"Austria","AUT",0,24,9006400,0,2.6647717178895e-06,0
"933",NA,"Austria","AUT",350,13937,9006400,3.88612542192219e-05,0.00154745514300942,0.0251130085384229
"934",NA,"Austria","AUT",0,0,9006400,0,0,NA
"935",NA,"Austria","AUT",0,0,9006400,0,0,NA
"936",NA,"Austria","AUT",0,0,9006400,0,0,NA
"937",NA,"Austria","AUT",0,0,9006400,0,0,NA
"938",NA,"Austria","AUT",0,0,9006400,0,0,NA
"939",NA,"Austria","AUT",0,0,9006400,0,0,NA
"940",NA,"Austria","AUT",1,655,9006400,1.11032154912063e-07,7.2726061467401e-05,0.00152671755725191
"941",NA,"Austria","AUT",0,0,9006400,0,0,NA
"942",NA,"Austria","AUT",0,5,9006400,0,5.55160774560313e-07,0
"943",NA,"Austria","AUT",337,13807,9006400,3.74178362053651e-05,0.00153302096287085,0.0244079090316506
"944",NA,"Austria","AUT",384,14234,9006400,4.2636347486232e-05,0.0015804316930183,0.0269776591260363
"945",NA,"Austria","AUT",0,0,9006400,0,0,NA
"946",NA,"Austria","AUT",0,0,9006400,0,0,NA
"947",NA,"Austria","AUT",3,1016,9006400,3.33096464736188e-07,0.000112808669390656,0.00295275590551181
"948",NA,"Austria","AUT",0,41,9006400,0,4.55231835139456e-06,0
"949",NA,"Austria","AUT",0,74,9006400,0,8.21637946349263e-06,0
"950",NA,"Austria","AUT",0,99,9006400,0,1.09921833362942e-05,0
"951",NA,"Austria","AUT",0,0,9006400,0,0,NA
"952",NA,"Austria","AUT",0,0,9006400,0,0,NA
"953",NA,"Austria","AUT",220,12297,9006400,2.44270740806538e-05,0.00136536240895363,0.0178905424087176
"954",NA,"Austria","AUT",463,14833,9006400,5.1407887724285e-05,0.00164693995381062,0.0312141845884177
"955",NA,"Austria","AUT",0,0,9006400,0,0,NA
"956",NA,"Austria","AUT",295,13248,9006400,3.27544856990584e-05,0.001470953988275,0.0222675120772947
"957",NA,"Austria","AUT",0,0,9006400,0,0,NA
"958",NA,"Austria","AUT",0,14,9006400,0,1.55445016876888e-06,0
"959",NA,"Austria","AUT",0,18,9006400,0,1.99857878841713e-06,0
"960",NA,"Austria","AUT",0,0,9006400,0,0,NA
"961",NA,"Austria","AUT",128,10182,9006400,1.4212115828744e-05,0.00113052940131462,0.0125712040856413
"962",NA,"Austria","AUT",0,0,9006400,0,0,NA
"963",NA,"Austria","AUT",0,0,9006400,0,0,NA
"964",NA,"Austria","AUT",0,102,9006400,0,1.13252798010304e-05,0
"965",NA,"Austria","AUT",0,0,9006400,0,0,NA
"966",NA,"Austria","AUT",1,504,9006400,1.11032154912063e-07,5.59602060756795e-05,0.00198412698412698
"967",NA,"Austria","AUT",0,2,9006400,0,2.22064309824125e-07,0
"968",NA,"Austria","AUT",0,2,9006400,0,2.22064309824125e-07,0
"969",NA,"Austria","AUT",1,860,9006400,1.11032154912063e-07,9.54876532243738e-05,0.00116279069767442
"970",NA,"Austria","AUT",319,13560,9006400,3.54192574169479e-05,0.00150559602060757,0.0235250737463127
"971",NA,"Austria","AUT",0,0,9006400,0,0,NA
"972",NA,"Austria","AUT",0,0,9006400,0,0,NA
"973",NA,"Austria","AUT",52,7029,9006400,5.77367205542725e-06,0.000780445016876888,0.00739792289088064
"974",NA,"Austria","AUT",0,0,9006400,0,0,NA
"975",NA,"Austria","AUT",0,0,9006400,0,0,NA
"976",NA,"Austria","AUT",410,14448,9006400,4.55231835139456e-05,0.00160419257416948,0.0283776301218162
"977",NA,"Austria","AUT",0,0,9006400,0,0,NA
"978",NA,"Austria","AUT",186,11766,9006400,2.06519808136436e-05,0.00130640433469533,0.01580826109128
"979",NA,"Austria","AUT",204,11983,9006400,2.26505596020608e-05,0.00133049831231125,0.0170241174997914
"980",NA,"Austria","AUT",1,361,9006400,1.11032154912063e-07,4.00826079232546e-05,0.00277008310249307
"981",NA,"Austria","AUT",0,182,9006400,0,2.02078521939954e-05,0
"982",NA,"Austria","AUT",243,12640,9006400,2.69808136436312e-05,0.00140344643808847,0.0192246835443038
"983",NA,"Austria","AUT",0,10,9006400,0,1.11032154912063e-06,0
"984",NA,"Austria","AUT",86,8813,9006400,9.54876532243738e-06,0.000978526381240007,0.00975831158515829
"985",NA,"Austria","AUT",0,0,9006400,0,0,NA
"986",NA,"Austria","AUT",0,0,9006400,0,0,NA
"987",NA,"Austria","AUT",0,0,9006400,0,0,NA
"988",NA,"Austria","AUT",3,1332,9006400,3.33096464736188e-07,0.000147894830342867,0.00225225225225225
"989",NA,"Austria","AUT",4,1646,9006400,4.4412861964825e-07,0.000182758926985255,0.00243013365735115
"990",NA,"Austria","AUT",431,14603,9006400,4.78548587670989e-05,0.00162140255818085,0.0295144833253441
"991",NA,"Austria","AUT",443,14662,9006400,4.91872446260437e-05,0.00162795345532066,0.030214159050607
"992",NA,"Austria","AUT",452,14710,9006400,5.01865340202523e-05,0.00163328299875644,0.0307273963290279
"993",NA,"Austria","AUT",0,0,9006400,0,0,NA
"994",NA,"Austria","AUT",0,246,9006400,0,2.73139101083674e-05,0
"995",NA,"Austria","AUT",462,14783,9006400,5.12968555693729e-05,0.00164138834606502,0.0312521139146317
"996",NA,"Austria","AUT",0,0,9006400,0,0,NA
"997",NA,"Austria","AUT",0,0,9006400,0,0,NA
"998",NA,"Austria","AUT",0,7,9006400,0,7.77225084384438e-07,0
"999",NA,"Austria","AUT",0,0,9006400,0,0,NA
"1000",NA,"Austria","AUT",0,0,9006400,0,0,NA
"1001",NA,"Austria","AUT",0,0,9006400,0,0,NA
"1002",NA,"Austria","AUT",0,0,9006400,0,0,NA
"1003",NA,"Austria","AUT",0,0,9006400,0,0,NA
"1004",NA,"Austria","AUT",0,0,9006400,0,0,NA
"1005",NA,"Austria","AUT",0,0,9006400,0,0,NA
"1006",NA,"Austria","AUT",16,3631,9006400,1.776514478593e-06,0.000403157754485699,0.00440649958689066
"1007",NA,"Austria","AUT",25,4486,9006400,2.77580387280156e-06,0.000498090246935512,0.00557289344627731
"1008",NA,"Austria","AUT",0,131,9006400,0,1.45452122934802e-05,0
